fch_confirmado;id_region;txt_nombreregion;cant_poblacion;cant_casosconfirmados;cant_casosconfirmadosss;cant_casosconfirmadoscs;cant_pcr;cant_uci;cant_fallecidos;cant_casosconfirmadosdiario;cant_ultimoscasosactivosinformados;cant_ultimoscasosrecuperadosinformados;porc_cfr;porc_crr;porc_positividad;porc_roslmp;porc_deroslmp;porc_roefectivo;porc_deroefectivo;cant_pcrrealizados;txt_semanaepidemiologica;fch_inicio;fch_fin;num_cluster;num_meanrcori;num_tasaconfirmadosch;porc_meanpositiverate;txt_cuarentenaactiva;cant_poblacioncomunacuarentena;fch_iniciocuarentena;fch_fincuarentena;porc_movilidadparques;porc_movilidadresidencias;porc_movilidadretailrecreacion;porc_movilidadtransitoestaciones;porc_movilidadtrabajo;num_clustermod2;cant_cupostotales;cant_usuariosenresidencia;cant_residencias;num_coefpcrmodfull;num_coefwaldpcrmodfull;num_r2pcrmodfull;num_aicpcrmodfull;num_coefpcrmodintervalo;num_coefwaldpcrmodintervalo;num_r2pcrmodintervalo;num_aicpcrmodintervalo;num_betaweiss;num_roweiss;num_refectivocrespo;num_rcori;num_stdrcori;num_betaedo;num_gammaedo;num_robetaedo;num_refectivo;num_gdm20;num_rogm20;num_gdgm20;num_roggm20
2020-03-03;0;00. Nacional;19458310;1;0;0;0;0;0;0;0;0;0,0;0,0;0,0;;;;;0;;;;;;;;Sin Cuarentena;0;;;-14;0;4;3;12;;0;0;0;;;;;;;;;;;;;;;;;;;;;
2020-03-04;0;00. Nacional;19458310;3;0;2;0;0;0;2;0;0;0,0;0,0;0,0;;;;;0;;;;;;;;Sin Cuarentena;0;;;-16;0;1;5;14;;0;0;0;;;;;;;;;0,0;0,0;9,3333333333;0,0;0,0;2,0000001028;0;78,7103926153;0,0;0,0;0,0;0,0;0,0
2020-03-05;0;00. Nacional;19458310;4;0;1;0;0;0;1;0;0;0,0;0,0;0,0;;;;;0;;;;;;;;Sin Cuarentena;0;;;-15;0;-1;5;15;;0;0;0;;;;;;;;;0,0;0,0;3,5;0,0;0,0;0,3333333847;0;13,1184001176;0,0;0,0;0,0;0,0;0,0
2020-03-06;0;00. Nacional;19458310;5;0;1;0;0;0;1;0;0;0,0;0,0;0,0;;;;;0;;;;;;;;Sin Cuarentena;0;;;-12;0;1;4;16;;0;0;0;;;;;;;;;0,0;0,0;2,8;0,0;0,0;0,2500000514;0;9,8388005938;0,0;0,0;0,0;0,0;0,0
2020-03-07;0;00. Nacional;19458310;7;0;2;0;0;0;2;0;0;0,0;0,0;0,0;;;;;0;;;;;;;;Sin Cuarentena;0;;;-20;3;7;2;3;;0;0;0;;;;;;;;;0,0;0,0;4,0;0,0;0,0;0,4000001028;0;15,7420817591;0,0;0,8611111111;8,8922688308;0,7099759467;7,3315706879
2020-03-08;0;00. Nacional;19458310;10;0;3;0;0;0;3;0;0;0,0;0,0;0,0;;;;;0;SE11;2020-03-08;2020-03-14;;;;;Sin Cuarentena;0;;;-8;5;5;12;-1;;0;0;0;;;;;;;;;0,0;0,0;4,2;0,0;0,0;0,4285715827;0;16,8665179041;0,0;0,3277777778;3,3847991033;0,3263524026;3,3700799587
2020-03-09;0;00. Nacional;19458310;15;0;5;0;0;0;5;0;0;0,0;0,0;0,0;;;;;0;SE11;2020-03-08;2020-03-14;;;;;Sin Cuarentena;0;;;-13;0;-3;5;16;;0;0;0;;;;;;;;;0,0;0,0;4,6666666667;0,0;0,0;0,500000257;0;19,6776072553;0,0;0,3595238095;3,7126246824;0,3572088083;3,6887188089
2020-03-10;0;00. Nacional;19458310;17;0;2;0;0;0;2;0;0;0,0;0,0;0,0;;;;;0;SE11;2020-03-08;2020-03-14;;;;;Sin Cuarentena;0;;;-17;-2;-3;7;17;;0;0;0;;;;;;;;;0,0;0,0;1,6470588235;9,2692787892;2,2481303248;0,1333334361;0;5,2473632831;0,0;0,4428571429;4,5731668273;0,4422495703;4,5668927259
2020-03-11;0;00. Nacional;19458310;23;0;6;0;0;0;6;0;0;0,0;0,0;0,0;;;;;0;SE11;2020-03-08;2020-03-14;;;;;Sin Cuarentena;0;;;-19;0;-8;6;16;;0;0;0;;;;;;;;;0,0;0,0;3,652173913;7,405978468;1,6161169964;0,3529414848;0;13,8900807065;0,0;0,353968254;3,655255206;0,3441579153;3,553948687
2020-03-12;0;00. Nacional;19458310;33;0;10;0;0;0;10;0;0;0,0;0,0;0,0;;;;;0;SE11;2020-03-08;2020-03-14;;;;;Cuarentena Activa;572;2020-03-12;2020-03-27;-21;-1;-7;5;17;;0;0;0;;;;;;;;;0,0;0,0;4,2424242424;7,1020900542;1,2966583094;0,4347831226;0;17,1109742624;0,0;0,3287581699;3,3949231286;0,3200061218;3,3045450532
2020-03-13;0;00. Nacional;19458310;43;0;10;0;0;0;10;0;0;0,0;0,0;0,0;;;;;0;SE11;2020-03-08;2020-03-14;;;;;Cuarentena Activa;572;2020-03-12;2020-03-27;-17;-1;-3;3;17;;0;0;0;;;;;;;;;0,0;0,0;3,2558139535;6,4960401596;1,0401989178;0,303030817;0;11,9258366755;0,0;0,3070190395;3,1704338734;0,3005914469;3,104059301
2020-03-14;0;00. Nacional;19458310;61;0;18;0;0;0;18;0;0;0,0;0,0;0,0;;;;;0;SE11;2020-03-08;2020-03-14;;;;;Cuarentena Activa;572;2020-03-12;2020-03-27;-21;3;1;-1;4;;0;0;0;;;;;;;;;0,0;0,0;4,131147541;6,663468142;0,898501861;0,4186055762;0;16,4743037809;0,0;0,3635846961;3,7545594505;0,362510459;3,7434663356
2020-03-15;0;00. Nacional;19458310;75;0;14;0;0;0;14;0;0;0,0;0,0;0,0;;;;;0;SE12;2020-03-15;2020-03-21;;;;;Cuarentena Activa;572;2020-03-12;2020-03-27;-29;6;-10;-6;-1;;0;0;0;;;;;;;;;0,0;0,0;2,6133333333;5,9048614106;0,7268381951;0,2295089162;0;9,0323679876;0,0;0,385472521;3,9805842;0,3842058053;3,9675034537
2020-03-16;0;00. Nacional;19458310;156;0;81;0;0;0;81;0;0;0,0;0,0;0,0;;;;;0;SE12;2020-03-15;2020-03-21;;;;;Cuarentena Activa;572;2020-03-12;2020-03-27;-34;7;-20;-18;2;;0;0;0;;;;;;;;;0,0;0,0;7,2692307692;9,4216397689;0,7906464459;1,0800041628;0;42,5037736542;0,0;0,317047717;3,2739950688;0,3147679472;3,2504530129
2020-03-17;0;00. Nacional;19458310;201;0;45;0;0;0;45;0;0;0,0;0,0;0,0;;;;;0;SE12;2020-03-15;2020-03-21;;;;;Cuarentena Activa;572;2020-03-12;2020-03-27;-39;11;-31;-27;-11;;0;0;0;;;;;;;;;14,3572177485;148,2598914764;3,1343283582;9,1136096892;0,6700459104;0,2948741589;0.00641025641025641;9,266983955;148,2587028561;0,576037616;5,9484557471;0,5365689309;5,5408821441
2020-03-18;0;00. Nacional;19458310;238;0;37;0;0;0;37;0;0;0,0;0,0;0,0;;;;;0;SE12;2020-03-15;2020-03-21;;;;;Cuarentena Activa;572;2020-03-12;2020-03-27;-45;14;-38;-32;-18;;0;0;0;;;;;;;;;6,5786108984;67,9340631976;2,1764705882;7,6905546591;0,5232759654;0,194031865;0.00995024875621891;5,4873489637;67,9333579626;0,5326565784;5,5004812137;0,4880655898;5,0400121144
2020-03-19;0;00. Nacional;19458310;342;0;104;0;0;0;104;0;0;0,0;0,0;0,0;;;;;0;SE12;2020-03-15;2020-03-21;;;;;Cuarentena Activa;8849;2020-03-19;2020-04-06;-50;19;-51;-41;-27;;0;0;0;;;;;;;;;6,3214775569;65,2787742699;4,2573099415;7,6663189563;0,4354176576;0,4411819348;0.00420168067226891;14,8991137216;65,2779657627;0,5175137135;5,3441083323;0,4695078077;4,8483750709
2020-03-20;0;00. Nacional;19458310;434;0;92;0;0;0;92;0;0;0,0;0,0;0,0;;;;;0;SE12;2020-03-15;2020-03-21;;;;;Cuarentena Activa;8849;2020-03-19;2020-04-06;-54;23;-54;-47;-31;;0;0;0;;;;;;;;;6,2195767699;64,2264952084;2,9677419355;6,7291487869;0,3398733385;0,27193466;0.00292397660818713;9,5976092781;64,2253531582;0,3031719768;3,1307071582;0,2990738359;3,0883876823
2020-03-21;0;00. Nacional;19458310;537;0;103;0;0;0;103;0;0;0,0;0,0;0,0;;;;;0;SE12;2020-03-15;2020-03-21;;;;;Cuarentena Activa;8849;2020-03-19;2020-04-06;-66;22;-63;-51;-32;;0;0;0;;;;;;;;;6,3284624538;65,3509038481;2,6852886406;5,806884732;0,2658789872;0,2396367429;0.00230414746543779;8,6468525078;65,3494294628;0,2966867466;3,0637373917;0,2925020007;3,0205235891
2020-03-22;0;00. Nacional;19458310;632;0;95;0;0;1;95;0;0;0,0015822785;0,0;0,0;;;;;0;SE13;2020-03-22;2020-03-28;;;;;Cuarentena Activa;10832;2020-03-22;2020-04-06;-72;22;-72;-58;-38;;0;0;0;;;;;;;;;6,0497298362;62,4725698731;2,1044303797;4,9207277082;0,2083110146;0,1825004373;0.00558659217877095;5,8878328694;62,4708265251;0,3144359423;3,2470245624;0,3115930585;3,2176675072
2020-03-23;0;00. Nacional;19458310;746;0;114;0;0;1;114;0;0;0,0013404826;0,0;0,0;;;;;0;SE13;2020-03-22;2020-03-28;;;;;Cuarentena Activa;10832;2020-03-22;2020-04-06;-61;24;-62;-56;-41;;0;0;0;;;;;;;;;5,5259892635;57,0641598428;2,1394101877;3,8641185151;0,1589485965;0,1851326714;0.00474683544303797;6,1390754213;57,062282955;0,2277472631;2,3518334192;0,2271481323;2,3456464922
2020-03-24;0;00. Nacional;19458310;922;0;176;0;0;2;176;0;0;0,0021691974;0,0;0,0;;;;;0;SE13;2020-03-22;2020-03-28;;;;;Cuarentena Activa;10832;2020-03-22;2020-04-06;-61;25;-64;-57;-44;;0;0;0;;;;;;;;;4,6992109658;48,5264290075;2,6724511931;3,5955684051;0,1338132001;0,2453178548;0.00938337801608579;7,0507850438;48,5245411504;0,1982052294;2,0467674386;0,1978884183;2,0434958872
2020-03-25;0;00. Nacional;19458310;1142;0;220;0;0;3;220;0;0;0,0026269702;0,0;0,0;;;;;0;SE13;2020-03-22;2020-03-28;;;;;Cuarentena Activa;10832;2020-03-22;2020-04-06;-61;26;-64;-57;-44;;0;0;0;;;;;;;;;4,2720827336;44,1156868659;2,6970227671;3,5425642263;0,1177588194;0,2451311352;0.00650759219088937;7,6802208624;44,1135579742;0,1977378107;2,0419406371;0,1974357272;2,0388211697
2020-03-26;0;00. Nacional;19458310;1306;0;164;0;0;4;164;0;0;0,0030627871;0,0;0,0;;;;;0;SE13;2020-03-22;2020-03-28;;;;;Cuarentena Activa;1615594;2020-03-26;2020-04-16;-59;25;-61;-54;-44;;0;0;0;;;;;;;;;3,5710921868;36,8769039619;1,7580398162;3,0575414164;0,0984257407;0,1541248065;0.010507880910683;4,2910798509;36,8746979778;0,2183054645;2,2543326319;0,2180066942;2,2512473791
2020-03-27;0;00. Nacional;19458310;1610;0;304;0;0;5;304;0;0;0,0031055901;0,0;0,0;;;;;0;SE13;2020-03-22;2020-03-28;;;;;Cuarentena Activa;1697704;2020-03-27;2020-04-16;-64;31;-67;-65;-50;;0;0;0;;;;;;;;;3,1901768062;32,9433790975;2,6434782609;3,0732277572;0,089579063;0,2412110856;0.00842266462480858;7,129615533;32,9411121383;0,2060481175;2,1277570676;0,2052249579;2,1192567052
2020-03-28;0;00. Nacional;19458310;1909;0;299;0;0;6;299;0;0;0,0031430068;0,0;0,0;;;;;0;SE13;2020-03-22;2020-03-28;;;;;Cuarentena Activa;2000063;2020-03-28;2020-04-30;-69;25;-68;-61;-43;;0;0;0;;;;;;;;;2,7658388069;28,5614503122;2,1927710843;2,988819849;0,0806611613;0,1975323085;0.0118012422360248;5,3084601742;28,559023992;0,2049970806;2,1169035293;0,2041991556;2,1086637519
2020-03-29;0;00. Nacional;19458310;2139;0;230;0;0;7;230;0;0;0,0032725573;0,0;0,0;;;;;0;SE14;2020-03-29;2020-04-04;;;;;Cuarentena Activa;2000063;2020-03-28;2020-04-30;-72;24;-73;-64;-42;;0;0;0;;;;;;;;;2,4907196705;25,7204309715;1,5053763441;2,7640149484;0,0711770061;0,1283524394;0.00785751702462022;3,8582367774;25,7178269805;0,1873646046;1,9348216649;0,186806569;1,9290591073
2020-03-30;0;00. Nacional;19458310;2449;0;310;0;0;8;310;0;0;0,0032666394;0,0;0,0;;;;;0;SE14;2020-03-29;2020-04-04;;;;;Cuarentena Activa;2649103;2020-03-30;2020-04-30;-60;26;-63;-63;-50;;0;0;0;;;;;;;;;1,6539896117;17,0799332178;1,7721518987;2,6461819839;0,064103968;0,1832840615;0.0383356708742403;2,8752571026;17,0779898329;0,1796560119;1,8552188382;0,1787522531;1,8458861677
2020-03-31;0;00. Nacional;19458310;2738;0;289;0;0;12;289;0;0;0,0043827611;0,0;0,0;;;;;0;SE14;2020-03-29;2020-04-04;;;;;Cuarentena Activa;2649103;2020-03-30;2020-04-30;-57;25;-61;-59;-50;;0;0;0;;;;;;;;;1,3405469327;13,8431655943;1,4777209642;2,4048003777;0,0564159061;0,138033996;0.0200081665986117;3,0392066057;13,8413123265;0,1503745832;1,5528439966;0,1500612475;1,5496083336
2020-04-01;0;00. Nacional;19458310;3031;0;293;0;173;16;293;0;0;0,0052787859;0,0;0,0;;;;;0;SE14;2020-03-29;2020-04-04;;;;;Cuarentena Activa;2791087;2020-04-01;2020-05-07;-59;26;-62;-59;-51;;0;0;0;;;;;;;;;1,2006833745;12,3988637571;1,3533487298;2,1487422579;0,0494257676;0,1205441384;0.0135135135135135;3,0969803664;12,3969910209;0,1278056046;1,3197853097;0,1277404857;1,3191128583
2020-04-02;0;00. Nacional;19458310;3404;0;373;0;200;18;373;0;0;0,0052878966;0,0;0,0;;;;;0;SE14;2020-03-29;2020-04-04;;;;;Cuarentena Activa;2791087;2020-04-01;2020-05-07;-60;27;-64;-61;-51;;0;0;0;;;;;;;;;1,0175992083;10,508244065;1,5340775558;2,070619585;0,0451953858;0,1570702355;0.0339821840976575;2,6446455634;10,5064808366;0,123315768;1,2734209859;0,1232033341;1,2722599364
2020-04-03;0;00. Nacional;19458310;3737;0;333;0;237;22;333;0;0;0,0058870752;0,0;0,0;;;;;0;SE14;2020-03-29;2020-04-04;;;;;Cuarentena Activa;2649022;2020-04-01;2020-05-07;-61;29;-63;-61;-50;;0;0;0;;;;;;;;;0,8821607793;9,1096383499;1,2475247525;1,8453407595;0,0400028342;0,1260524237;0.0282021151586369;2,3512101421;9,1078878911;0,1160271545;1,1981550771;0,1160070088;1,1979470424
2020-04-04;0;00. Nacional;19458310;4161;0;424;0;280;27;424;0;0;0,0064888248;0,0;0,0;;;;;0;SE14;2020-03-29;2020-04-04;;;;;Cuarentena Activa;2649022;2020-04-01;2020-05-07;-67;23;-65;-57;-42;;0;0;0;;;;;;;;;0,7857390817;8,113939137;1,426580149;1,7408113416;0,0366750835;0,1418553498;0.0283649986620284;2,6379617186;8,1122027847;0,1093000669;1,1286877677;0,1092511425;1,1281825496
2020-04-05;0;00. Nacional;19458310;4471;0;310;0;307;34;310;0;0;0,0076045627;0,0;0,0;;;;;0;SE15;2020-04-05;2020-04-11;;;;;Cuarentena Activa;2649022;2020-04-01;2020-05-07;-70;20;-69;-59;-42;;0;0;0;;;;;;;;;0,7182008538;7,4165052389;0,9707000671;1,6263525204;0,033671101;0,0975962173;0.023071377072819;2,0130824533;7,4147180312;0,1114492591;1,1508814141;0,1114005136;1,1503780429
2020-04-06;0;00. Nacional;19458310;4815;0;344;0;327;37;344;0;0;0,0076843198;0,0;0,0;;;;;0;SE15;2020-04-05;2020-04-11;;;;;Cuarentena Activa;2649022;2020-04-01;2020-05-07;-60;24;-61;-61;-49;;0;0;0;;;;;;;;;0,6622355624;6,8385793356;1,0002076843;1,5068193527;0,0309714872;0,1024647261;0.0254976515320957;2,012772443;6,8367911663;0,0952624678;0,9837284205;0,0951452054;0,98251751
2020-04-07;0;00. Nacional;19458310;5116;0;301;0;337;43;301;0;0;0,0084050039;0,0;0,0;;;;;0;SE15;2020-04-05;2020-04-11;;;;;Cuarentena Activa;2638762;2020-04-01;2020-05-07;-59;23;-62;-59;-50;;0;0;0;;;;;;;;;0,6021830887;6,2184471215;0,8236903831;1,3982367281;0,0286670817;0,099093649;0.036552440290758;1,599263648;6,2166756974;0,0883005328;0,9118359582;0,0881557581;0,9103409424
2020-04-08;0;00. Nacional;19458310;5546;0;430;0;362;48;430;0;0;0,0086548864;0,0;0,0;;;;;0;SE15;2020-04-05;2020-04-11;;;;;Cuarentena Activa;2638762;2020-04-01;2020-05-07;-61;24;-63;-60;-50;;0;0;0;;;;;;;;;0,5437303472;5,614834551;1,0854670032;1,3792618344;0,0274973854;0,1274827164;0.0433932759968726;1,8528688303;5,6130991644;0,0713181946;0,7364677461;0,0712995932;0,7362756585
2020-04-09;0;00. Nacional;19458310;5972;0;426;7962;360;57;426;0;0;0,0095445412;0,0;0,0535041447;0,0661047672;0,0011349186;;;68353;SE15;2020-04-05;2020-04-11;;;;;Cuarentena Activa;3318448;2020-04-09;2020-05-08;-59;23;-60;-58;-51;;0;0;0;;;;;;;;;0,5025336348;5,1894164639;0,9986604153;1,3267337687;0,0261759065;0,107140896;0.0302921024161558;1,9234759238;5,1876400101;0,0745011004;0,7693360408;0,0744636605;0,7689494179
2020-04-10;0;00. Nacional;19458310;6501;0;529;4444;383;65;529;0;0;0,0099984618;0,0;0,1190369037;0,0678109952;0,0011092182;;;72797;SE15;2020-04-05;2020-04-11;;;;;Cuarentena Activa;3318448;2020-04-09;2020-05-08;-75;38;-82;-76;-78;;0;0;0;;;;;;;;;0,4603669791;4,7539822522;1,1392093524;1,3570383737;0,0258074183;0,1397037318;0.0510716677829873;1,8266396991;4,7522119312;0,0744583787;0,7688948753;0,0744210354;0,7685092495
2020-04-11;0;00. Nacional;19458310;6927;0;426;3577;383;73;426;0;0;0,0105384726;0,0;0,119094213;0,0695622495;0,0010820237;;;76374;SE15;2020-04-05;2020-04-11;;;;;Cuarentena Activa;3318448;2020-04-09;2020-05-08;-74;26;-75;-67;-56;;0;0;0;;;;;;;;;0,4230422058;4,3685477662;0,8609787787;1,2988237124;0,0246913951;0,1118753594;0.0463005691432087;1,5601043847;4,366735531;0,0831473987;0,8586220899;0,0831365473;0,8585100325
2020-04-12;0;00. Nacional;19458310;7213;0;286;5897;387;80;286;0;0;0,0110910855;0,0;0,0484992369;0,0713607557;0,0010534735;;;82271;SE16;2020-04-12;2020-04-18;;;;;Cuarentena Activa;3318448;2020-04-09;2020-05-08;-76;21;-76;-69;-44;;0;0;0;;;;;;;;;0,3960319649;4,0896263581;0,5551088313;1,2360453771;0,0236005167;0,0704808102;0.0291612530677061;1,2915466382;4,0877787136;0,0769735124;0,7948674178;0,0769323943;0,7944428111
2020-04-13;0;00. Nacional;19458310;7525;0;312;2764;387;82;312;3024;4419;0,01089701;0,5872425249;0,1128798842;0,0732088774;0,0010237281;;;85035;SE16;2020-04-12;2020-04-18;;;;;Cuarentena Activa;3318448;2020-04-13;2020-05-08;-61;24;-61;-60;-48;;0;0;0;;;;;;;;;0,370775054;3,8288107227;0,5804651163;1,1750236416;0,0225674166;0,0862743005;0.0429779564674893;1,2615495674;3,8269862642;0,0651320451;0,6725864371;0,064956931;0,6707781205
2020-04-14;0;00. Nacional;19458310;7917;0;392;2759;379;92;392;3024;4419;0,0116205633;0,558165972;0,1420804639;0,0751091247;0,0009929734;;;87794;SE16;2020-04-12;2020-04-18;;;;;Cuarentena Activa;2939849;2020-04-13;2020-05-08;-60;23;-62;-59;-48;;0;0;0;;;;;;;;;0,3500535968;3,614830476;0,6931918656;1,1713584674;0,0221286926;0,090544369;0.0384053156146179;1,4188588817;3,6129928008;0,0500237762;0,516570812;0,049966508;0,5159794311
2020-04-15;0;00. Nacional;19458310;8273;0;356;4079;389;94;356;2710;5469;0,0113622628;0,6610661187;0,0872762932;0,0770641623;0,0009614235;;;91873;SE16;2020-04-12;2020-04-18;;;;;Cuarentena Activa;2939849;2020-04-13;2020-05-08;-61;24;-62;-59;-48;;0;0;0;;;;;;;;;0,3324067279;3,4325999831;0,6024416777;1,105009275;0,021156496;0,0820200208;0.0370089680434508;1,3140322637;3,4307365775;0,0455453239;0,4703240483;0,0455347835;0,470215203
2020-04-16;0;00. Nacional;19458310;8807;0;534;6551;384;105;534;2710;5469;0,0119223345;0,6209833087;0,0815142726;0,0790768193;0,000929325;4,0419239983;0,075898821;98424;SE16;2020-04-12;2020-04-18;;;;;Cuarentena Activa;3694237;2020-04-16;2021-12-31;-61;25;-63;-59;-48;;0;0;0;;;;;;;;;0,3168633536;3,272091239;0,8488702169;1,1189142846;0,021010854;0,1096969454;0.0450864257222289;1,5560726185;3,2702061668;0,0467715949;0,4829871428;0,0467646089;0,4829150019
2020-04-17;0;00. Nacional;19458310;9252;0;445;5449;385;116;445;3009;6127;0,0125378297;0,6622351924;0,0816663608;0,0811500988;0,0008969606;2,8434942423;0,0542036008;103873;SE16;2020-04-12;2020-04-18;;;;;Cuarentena Activa;3004412;2020-04-16;2021-12-31;-62;28;-62;-60;-47;;0;0;0;;;;;;;;;0,3037778457;3,1369636669;0,6733679204;1,062731766;0,0202581344;0,088393816;0.0378108322924946;1,3981841579;3,1350119924;0,0538689579;0,5562781026;0,053837942;0,5559578169
2020-04-18;0;00. Nacional;19458310;9730;0;478;5018;360;126;478;3009;6127;0,0129496403;0,6297019527;0,0952570745;0,0832871893;0,0008646532;2,2352022387;0,0422112117;108891;SE16;2020-04-12;2020-04-18;;;;;Cuarentena Activa;3004412;2020-04-16;2021-12-31;-67;21;-64;-56;-37;;0;0;0;;;;;;;;;0,2915512297;3,0107054462;0,6877697842;1,0643077832;0,0200991751;0,097556975;0.0458279290964116;1,3694602747;3,0087136472;0,0533472798;0,5508909912;0,0533151394;0,550559093
2020-04-19;0;00. Nacional;19458310;10088;0;358;4758;373;133;358;3009;6127;0,013183981;0,6073552736;0,0752416982;0,0854914756;0,0008327698;1,8661169361;0,0347972092;113649;SE17;2020-04-19;2020-04-25;;;;;Cuarentena Activa;3004412;2020-04-16;2021-12-31;-71;20;-70;-61;-38;;0;0;0;;;;;;;;;0,2813845563;2,9057192356;0,4968279144;1,076572211;0,0200746843;0,0687022495;0.0318602261048304;1,1996237175;2,9036636879;0,0555799389;0,573946558;0,0555608447;0,5737493813
2020-04-20;0;00. Nacional;19458310;10507;0;419;5178;377;139;419;3284;7084;0,0132292757;0,6742171885;0,0809192739;0,0877665517;0,0008017236;1,6509386233;0,0302276442;118827;SE17;2020-04-19;2020-04-25;;;;;Cuarentena Activa;3004412;2020-04-16;2021-12-31;-59;22;-61;-59;-45;;0;0;0;;;;;;;;;0,2726027505;2,8150338672;0,5582944704;1,104484549;0,020222415;0,075690533;0.0340999206978588;1,271906139;2,8129468434;0,0463286388;0,4784129547;0,0463067468;0,4781868864
2020-04-21;0;00. Nacional;19458310;10832;0;325;3530;392;147;325;3284;7084;0,013570901;0,6539881832;0,0920679887;0,090116234;0,0007719744;1,4294505053;0,0264713057;122357;SE17;2020-04-19;2020-04-25;;;;;Cuarentena Activa;3004412;2020-04-16;2021-12-31;-59;22;-61;-58;-46;;0;0;0;;;;;;;;;0,2650966862;2,7375224512;0,4200516987;1,069800294;0,0198111166;0,0596258535;0.0286475682878081;1,1030146086;2,7353863921;0,0433308079;0,4474558368;0,0433124007;0,4472657543
2020-04-22;0;00. Nacional;19458310;11296;0;464;6365;399;160;464;3284;7084;0,0141643059;0,6271246459;0,0728986646;0,0925445763;0,0007440251;1,3507992838;0,0245640475;128722;SE17;2020-04-19;2020-04-25;;;;;Cuarentena Activa;3004412;2020-04-16;2021-12-31;-60;22;-61;-58;-45;;0;0;0;;;;;;;;;0,258044512;2,6646981344;0,5750708215;1,0991933087;0,0199886371;0,0826003104;0.0396971935007386;1,2686894526;2,6625342664;0,0364198929;0,3760902328;0,0364108169;0,3759965098
2020-04-23;0;00. Nacional;19458310;11812;0;516;6425;411;168;516;3284;7084;0,0142228242;0,5997290891;0,080311284;0,0950558848;0,0007184121;1,2499949751;0,022798894;135147;SE17;2020-04-19;2020-04-25;;;;;Cuarentena Activa;3390648;2020-04-23;2021-12-31;-62;24;-63;-59;-45;;0;0;0;;;;;;;;;0,2516217605;2,5983735537;0,6115814426;1,0816350586;0,0197281457;0,0834639071;0.0377124645892351;1,3222618606;2,5961458975;0,0384340992;0,3968899459;0,0384203809;0,3967482843
2020-04-24;0;00. Nacional;19458310;12306;0;494;7120;415;174;494;3543;8589;0,0141394442;0,6979522184;0,0693820225;0,0976547353;0,0006956879;1,2022572601;0,0217516297;142267;SE17;2020-04-19;2020-04-25;;;;;Cuarentena Activa;3158197;2020-04-23;2021-12-31;-63;26;-63;-60;-45;;0;0;0;;;;;;;;;0,2452170497;2,5322352709;0,5620022753;1,0875029174;0,0196754568;0,0866853191;0.0447849644429394;1,234929112;2,5299427675;0,0398158959;0,4111590779;0,0397962225;0,4109559201
2020-04-25;0;00. Nacional;19458310;12858;0;552;6945;418;181;552;3543;8589;0,0140768393;0,6679888007;0,0794816415;0,1003459915;0,0006763942;1,1798134416;0,0210916501;149212;SE17;2020-04-19;2020-04-25;;;;;Cuarentena Activa;3158197;2020-04-23;2021-12-31;-67;21;-63;-55;-35;;0;0;0;;;;;;;;;0,2396364565;2,4746072433;0,6010265982;1,1013875612;0,0196896223;0,0795496038;0.0346172598732326;1,3252333275;2,4722375735;0,0434459347;0,448644694;0,0434446575;0,4486315055
2020-04-26;0;00. Nacional;19458310;13331;0;473;6763;415;189;473;3543;8589;0,0141774811;0,6442877504;0,069939376;0,1031348247;0,0006610241;1,1829291824;0,0207691309;155975;SE18;2020-04-26;2020-05-02;;;;;Cuarentena Activa;3158197;2020-04-23;2021-12-31;-71;19;-68;-60;-36;;0;0;0;;;;;;;;;0,2351919651;2,4287111778;0,496736929;1,1289755029;0,0198218459;0,0590889299;0.0222429615803391;1,23999466;2,4262642594;0,0441193102;0,4555983095;0,0441179914;0,4555846914
2020-04-27;0;00. Nacional;19458310;13813;0;482;5260;426;198;482;4020;9595;0,0143343227;0,6946354883;0,091634981;0,1060267346;0,0006499772;1,173879954;0,0204129884;161235;SE18;2020-04-26;2020-05-02;;;;;Cuarentena Activa;3158197;2020-04-23;2021-12-31;-60;23;-60;-59;-42;;0;0;0;;;;;;;;;0,2314995009;2,3905809249;0,4885253023;1,1376248021;0,0197825355;0,059622794;0.0234040957167504;1,2214356084;2,3880801555;0,0411548267;0,4249855546;0,0411495044;0,4249305929
2020-04-28;0;00. Nacional;19458310;14365;0;552;4930;428;207;552;4020;9595;0,0144100244;0,6679429168;0,1119675456;0,1090275733;0,0006435127;1,2257517102;0,0206190777;166165;SE18;2020-04-26;2020-05-02;;;;;Cuarentena Activa;3158197;2020-04-23;2021-12-31;-58;16;-60;-57;-43;;0;0;0;;;;;;;;;0,2282241177;2,3567576611;0,537974243;1,2004346463;0,0201932047;0,0684157469;0.0283790632013321;1,2719360277;2,3541971939;0,0392663105;0,4054837809;0,0392587754;0,4054059699
2020-04-29;0;00. Nacional;19458310;15135;250;520;6454;418;216;770;4020;9595;0,014271556;0,6339610175;0,1193058568;0,1121435692;0,0006417089;1,3033438343;0,0210326207;172619;SE18;2020-04-26;2020-05-02;;;;;Cuarentena Activa;3158197;2020-04-23;2021-12-31;-58;22;-59;-55;-42;;0;0;0;;;;;;;;;0,2256437571;2,3301115531;0,7122563594;1,2855566638;0,0207455815;0,0784739913;0.0247824573616429;1,5634740893;2,3274680677;0,0376350394;0,3886384501;0,0376337034;0,3886246542
