fch_confirmado;id_region;txt_nombreregion;cant_poblacion;cant_casosconfirmados;cant_casosconfirmadosss;cant_casosconfirmadoscs;cant_pcr;cant_uci;cant_fallecidos;cant_casosconfirmadosdiario;cant_ultimoscasosactivosinformados;cant_ultimoscasosrecuperadosinformados;porc_cfr;porc_crr;porc_positividad;porc_roslmp;porc_deroslmp;porc_roefectivo;porc_deroefectivo;cant_pcrrealizados;txt_semanaepidemiologica;fch_inicio;fch_fin;num_cluster;num_meanrcori;num_tasaconfirmadosch;porc_meanpositiverate;txt_cuarentenaactiva;cant_poblacioncomunacuarentena;fch_iniciocuarentena;fch_fincuarentena;porc_movilidadparques;porc_movilidadresidencias;porc_movilidadretailrecreacion;porc_movilidadtransitoestaciones;porc_movilidadtrabajo;num_clustermod2;cant_cupostotales;cant_usuariosenresidencia;cant_residencias;num_coefpcrmodfull;num_coefwaldpcrmodfull;num_r2pcrmodfull;num_aicpcrmodfull;num_coefpcrmodintervalo;num_coefwaldpcrmodintervalo;num_r2pcrmodintervalo;num_aicpcrmodintervalo;num_betaweiss;num_roweiss;num_refectivocrespo;num_rcori;num_stdrcori;num_betaedo;num_gammaedo;num_robetaedo;num_refectivo;num_gdm20;num_rogm20;num_gdgm20;num_roggm20
2020-06-02;3;04. Región de Atacama;314709;236;1;3;195;2;0;4;65;167;0,0;0,7076271186;0,0205128205;0,0755387448;0,0040410392;1,5244083642;0,2177726235;5416;SE23;2020-05-31;2020-06-06;2,0;1,2220197575;2,1788836217;0,06923273;Sin Cuarentena;0;;;-50;18;-44;-56;-20;;48;44;2;;;;;;;;;0,1786882782;1,867942504;0,2372881356;1,5244083636;0,2177726234;0,0172632663;0;0,7124187365;1,8655742556;0,0642201835;0,6713345247;0,0642201835;0,6713345247
2020-06-03;3;04. Región de Atacama;314709;242;0;6;138;2;0;6;65;167;0,0;0,6900826446;0,0434782609;0,0777944691;0,0041674297;1,4028722182;0,2068422241;5554;SE23;2020-05-31;2020-06-06;1,0;1,2651512297;2,0427033954;0,0713126614;Sin Cuarentena;0;;;-51;19;-45;-57;-20;;48;44;2;;;;;;;;;0,1784145007;1,8650805327;0,347107438;1,4028722179;0,206842224;0,0254563269;0;1,0505291333;1,8626922074;0,0172413793;0,180235131;0,0172413793;0,180235131
2020-06-04;3;04. Región de Atacama;314709;258;1;15;155;2;0;16;65;167;0,0;0,6472868217;0,1032258065;0,0801010926;0,0042883542;1,6757710001;0,2219612913;5709;SE23;2020-05-31;2020-06-06;2,0;1,345790251;2,542030892;0,0734516076;Sin Cuarentena;0;;;-47;20;-48;-61;-19;;57;54;2;;;;;;;;;0,1786585531;1,8676317682;0,8682170543;1,6757709998;0,2219612912;0,0662017391;0;2,7320067038;1,8652045691;0,0254237288;0,2657704474;0,0254237288;0,2657704474
2020-06-05;3;04. Región de Atacama;314709;269;3;8;133;2;0;11;84;185;0,0;0,687732342;0,0827067669;0,0824550958;0,0043977072;1,7633999416;0,2221675099;5842;SE23;2020-05-31;2020-06-06;2,0;1,4472664985;2,8143913447;0,0756470496;Sin Cuarentena;0;;;-49;22;-45;-60;-18;;57;55;2;;;;;;;;;0,1784021339;1,8649512551;0,5724907063;1,7633999415;0,2221675099;0,1125551013;0.0697674418604651;1,197402957;1,8624327244;0,0661157025;0,6911495934;0,0661157025;0,6911495934
2020-06-06;3;04. Región de Atacama;314709;281;1;11;88;2;0;12;84;185;0,0;0,6583629893;0,1363636364;0,0848537097;0,0044919184;1,7723603566;0,21652828;5930;SE23;2020-05-31;2020-06-06;2,0;1,5456542539;2,9959649799;0,0778962651;Sin Cuarentena;0;;;-56;20;-44;-61;-9;;60;55;2;;;;;;;;;0,1785233495;1,8662183991;0,5978647687;1,7723603566;0,21652828;0,0446741124;0;1,8436067721;1,8635261877;0,0426356589;0,4456977271;0,0426356589;0,4456977271
2020-06-07;3;04. Región de Atacama;314709;306;13;12;200;2;0;25;84;185;0,0;0,6045751634;0,125;0,0872940008;0,0045685544;2,2054312654;0,2337752466;6130;SE24;2020-06-07;2020-06-13;2,0;1,6932701234;3,9946199732;0,0801963565;Sin Cuarentena;0;;;-61;23;-53;-67;-11;;72;54;2;;;;;;;;;0,1792881144;1,8742129741;1,1437908497;2,2054312653;0,2337752466;0,0890999047;0;3,676965894;1,8714377651;0,0446096654;0,4663332758;0,0446096654;0,4663332758
2020-06-08;3;04. Región de Atacama;314709;339;9;24;195;2;0;33;131;208;0,0;0,6135693215;0,1692307692;0,0897726723;0,0046259197;2,4844628574;0,2390675499;6325;SE24;2020-06-07;2020-06-13;2,0;1,8326722862;4,8570947401;0,082544255;Sin Cuarentena;0;;;-50;20;-45;-62;-19;;72;54;2;;;;;;;;;0,179980887;1,8814549677;1,3628318584;2,4844628574;0,2390675499;0,1832925037;0.0751633986928105;1,8440760138;1,8785195754;0,0889679715;0,9300389323;0,0889679715;0,9300389323
2020-06-09;3;04. Región de Atacama;314709;348;2;7;170;2;0;9;131;208;0,0;0,5977011494;0,0529411765;0,0922860498;0,0046630048;2,383571522;0,2242275472;6495;SE24;2020-06-07;2020-06-13;2,0;1,9554098802;5,0840617841;0,0849367272;Sin Cuarentena;0;;;-51;19;-46;-58;-21;;72;54;2;;;;;;;;;0,180799571;1,8900131933;0,3620689655;2,383571522;0,2242275472;0,0265948975;0;1,0975155525;1,8867281356;0,1078431373;1,1273530745;0,1078431373;1,1273530745
2020-06-10;3;04. Región de Atacama;314709;365;3;14;186;1;0;17;131;208;0,0;0,5698630137;0,0913978495;0,0948300695;0,00467946;2,3518507325;0,2112024306;6681;SE24;2020-06-07;2020-06-13;2,0;2,0909782394;5,5833892807;0,0873703844;Sin Cuarentena;0;;;-50;20;-47;-56;-22;;72;54;2;;;;;;;;;0,1819069733;1,901589576;0,6520547945;2,3518507325;0,2112024306;0,0489370323;0;2,0195285218;1,8982300159;0,0265486726;0,2775302018;0,0265486726;0,2775302018
2020-06-11;3;04. Región de Atacama;314709;389;2;22;139;2;0;24;131;208;0,0;0,5347043702;0,1726618705;0,0974002671;0,0046755893;2,2131731717;0,192631999;6820;SE24;2020-06-07;2020-06-13;2,0;2,1677499782;5,946536551;0,089841695;Sin Cuarentena;0;;;-48;20;-49;-63;-22;;71;65;2;;;;;;;;;0,1834020689;1,9172187632;0,8637532134;2,2131731716;0,192631999;0,0658733622;0;2,7184552789;1,9137280262;0,0488505747;0,5106662046;0,0488505747;0,5106662046
2020-06-12;3;04. Región de Atacama;314709;413;4;20;218;2;0;24;162;251;0,0;0,607748184;0,1100917431;0,0999917692;0,0046523603;2,1363498101;0,1774141951;7038;SE24;2020-06-07;2020-06-13;2,0;2,2210285308;6,5366508652;0,0923469341;Sin Cuarentena;0;;;-50;23;-46;-64;-19;;71;65;2;;;;;;;;;0,1838939214;1,9223604113;0,813559322;2,1363498101;0,1774141951;0,1725638559;0.110539845758355;1,2804155853;1,9187137118;0,0657534247;0,6873624723;0,0657534247;0,6873624723
2020-06-13;3;04. Región de Atacama;314709;436;7;16;81;4;0;23;162;251;0,0;0,5756880734;0,2839506173;0,102599287;0,0046114251;2,0262840378;0,162232561;7119;SE24;2020-06-07;2020-06-13;2,0;2,2573033424;7,0359783619;0,0948820165;Sin Cuarentena;0;;;-56;21;-46;-65;-9;;71;65;2;;;;;;;;;0,1848247059;1,9320904945;0,7385321101;2,0262840378;0,162232561;0,0558078208;0;2,3030715268;1,9280140045;0,0616966581;0,6449545049;0,0616966581;0,6449545049
2020-06-14;3;04. Región de Atacama;314709;448;1;11;132;5;0;12;162;251;0,0;0,5602678571;0,0909090909;0,105217112;0,0045551459;1,6503290124;0,1380074451;7251;SE25;2020-06-14;2020-06-20;1,0;2,1780030206;6,4458640476;0,097442461;Sin Cuarentena;0;;;-62;23;-52;-69;-11;;134;65;2;;;;;;;;;0,1858694006;1,9430113549;0,375;1,6503290124;0,1380074451;0,0275831489;0;1,1382986126;1,9387698213;0,0556900726;0,5821638373;0,0556900726;0,5821638373
2020-06-15;3;04. Región de Atacama;314709;484;13;23;415;6;0;36;186;298;0,0;0,6157024793;0,086746988;0,1078391148;0,0044866157;1,510412408;0,1250026203;7666;SE25;2020-06-14;2020-06-20;1,0;2,0388529564;6,582044274;0,1000233813;Sin Cuarentena;0;;;-52;20;-44;-60;-21;;134;51;4;;;;;;;;;0,1860376594;1,9447702717;1,041322314;1,510412408;0,1250026203;0,1856802715;0.104910714285714;1,4377923112;1,9404507435;0,0275229358;0,2877147963;0,0275229358;0,2877147963
2020-06-16;3;04. Región de Atacama;314709;502;4;14;152;7;0;18;186;298;0,0;0,593625498;0,1184210526;0,1104587472;0,0044096611;1,4553916031;0,1168998667;7818;SE25;2020-06-14;2020-06-20;1,0;1,9062558251;6,9905849531;0,102619481;Sin Cuarentena;0;;;-55;19;-45;-58;-21;;134;51;4;;;;;;;;;0,1865462266;1,9500866481;0,5019920319;1,4553916031;0,1168998667;0,0372827241;0;1,5385797022;1,9452410042;0,0803571429;0,84002445;0,0803571429;0,84002445
2020-06-17;3;04. Región de Atacama;314709;561;15;34;371;7;0;49;186;298;0,0;0,5311942959;0,1320754717;0,1130690474;0,0043288086;1,6208230781;0,1185263221;8189;SE25;2020-06-14;2020-06-20;1,0;1,801823303;8,4431740342;0,1052250492;Sin Cuarentena;0;;;-56;21;-48;-59;-25;;121;51;3;;;;;;;;;0,188089453;1,9662189776;1,2228163993;1,6208230781;0,1185263221;0,1178294065;0;4,8625720798;1,9612207883;0,0371900826;0,3887716463;0,0371900826;0,3887716463
2020-06-18;3;04. Región de Atacama;314709;586;7;18;246;7;0;25;186;298;0,0;0,5085324232;0,1016260163;0,1156626486;0,0042491886;1,5277109426;0,1114197718;8435;SE25;2020-06-14;2020-06-20;1,0;1,7039001274;8,488567443;0,1078339609;Sin Cuarentena;0;;;-48;20;-48;-63;-22;;287;43;6;;;;;;;;;0,1898456718;1,9845778524;0,5972696246;1,5277109426;0,1114197718;0,0446852485;0;1,8440663348;1,9791609359;0,1175298805;1,2286147776;0,1175298805;1,2286147776
2020-06-19;3;04. Región de Atacama;314709;623;12;25;251;7;0;37;255;368;0,0;0,5906902087;0,1474103586;0,118231792;0,0041763484;1,5431228878;0,1088434964;8686;SE25;2020-06-14;2020-06-20;1,0;1,6191534243;9,0786817573;0,1104396784;Sin Cuarentena;0;;;-50;22;-43;-62;-20;;287;44;3;;;;;;;;;0,1901267677;1,9875163272;0,8314606742;1,5431228878;0,1088434964;0,1831081974;0.119453924914676;1,2743649931;1,9819335049;0,0445632799;0,4658483779;0,0445632799;0,4658483779
2020-06-20;3;04. Región de Atacama;314709;650;4;22;303;7;1;27;255;368;0,0015384615;0,5661538462;0,0891089109;0,1207683433;0,0041159485;1,4870516178;0,1038601901;8989;SE25;2020-06-14;2020-06-20;1,0;1,5421202214;9,2602553924;0,1130352579;Sin Cuarentena;0;;;-56;21;-41;-62;-8;;212;44;5;;;;;;;;;0,1908524505;1,9951023525;0,5815384615;1,4870516178;0,1038601901;0,0450857927;0.00160513643659711;1,7450057125;1,9888198934;0,0631399317;0,6600419645;0,0631399317;0,6600419645
2020-06-21;3;04. Región de Atacama;314709;683;4;28;255;7;2;33;255;368;0,0029282577;0,5387994143;0,1294117647;0,1232638142;0,0040733316;1,5467292146;0,1028868969;9244;SE26;2020-06-21;2020-06-27;2,0;1,5273202503;10,2135169769;0,1156133582;Sin Cuarentena;0;;;-63;22;-54;-70;-2;;257;103;6;;;;;;;;;0,1920089876;2,0071923726;0,6764275256;1,5467292146;0,1028868969;0,0524774434;0.00153846153846154;2,0363479982;2,0006996179;0,0433386838;0,4530468944;0,0433386838;0,4530468944
2020-06-22;3;04. Región de Atacama;314709;718;7;28;271;7;2;35;255;368;0,0027855153;0,5125348189;0,1291512915;0,1257093878;0,0040529906;1,4522853102;0,0968190207;9515;SE26;2020-06-21;2020-06-27;2,0;1,5190163792;10,1681235681;0,1181662544;Sin Cuarentena;0;;;-55;21;-48;-64;-23;;257;103;6;;;;;;;;;0,1935120173;2,0229044998;0,6824512535;1,4522853102;0,0968190207;0,0514162199;0;2,1218393832;2,016148779;0,0507692308;0,5307231397;0,0507692308;0,5307231397
2020-06-23;3;04. Región de Atacama;314709;747;15;13;183;7;2;29;296;449;0,0026773762;0,6010709505;0,1584699454;0,128095949;0,0040580095;1,4372810897;0,0935590299;9698;SE26;2020-06-21;2020-06-27;2,0;1,516429163;10,6674510648;0,1206858546;Sin Cuarentena;0;;;-56;20;-47;-58;-24;;257;103;6;;;;;;;;;0,1932481885;2,0201465293;0,5435073628;1,4372810897;0,0935590299;0,1537338518;0.112813370473538;1,1217741456;2,0131753493;0,0512445095;0,5356915315;0,0512445095;0,5356915315
2020-06-24;3;04. Región de Atacama;314709;785;6;30;181;10;2;38;296;449;0,0025477707;0,5719745223;0,2099447514;0,1304141194;0,0040895866;1,2942845123;0,0862856342;9879;SE26;2020-06-21;2020-06-27;2,0;1,4697807964;10,1681235681;0,123163722;Sin Cuarentena;0;;;-54;20;-49;-59;-24;;257;119;6;;;;;;;;;0,1935990525;2,0238143339;0,6777070064;1,2942845123;0,0862856342;0,0510642097;0;2,1073126614;2,0161231102;0,0403899721;0,4222221315;0,0403899721;0,4222221315
2020-06-25;3;04. Región de Atacama;314709;837;21;28;264;9;2;52;296;449;0,0023894863;0,5364396655;0,196969697;0,1326542974;0,0041467586;1,373098143;0,0864970527;10143;SE26;2020-06-21;2020-06-27;2,0;1,4476932536;11,3937456054;0,1255911004;Sin Cuarentena;0;;;-49;21;-48;-64;-24;;257;123;6;;;;;;;;;0,1945981031;2,0342580473;0,8697729988;1,373098143;0,0864970527;0,0665028029;0;2,7444309711;2,0262815027;0,0508701473;0,531778084;0,0508701473;0,531778084
2020-06-26;3;04. Región de Atacama;314709;887;7;43;232;11;2;50;296;449;0,0022547914;0,5062006764;0,2155172414;0,1348067025;0,0042263913;1,3747182337;0,0844482698;10375;SE26;2020-06-21;2020-06-27;2,0;1,4236354459;11,9838599196;0,1279589448;Sin Cuarentena;0;;;-51;23;-45;-66;-22;;257;133;6;;;;;;;;;0,1960676083;2,0496197226;0,7891770011;1,3747182337;0,0844482698;0,0599822645;0;2,4753420497;2,0412442783;0,0662420382;0,6924702614;0,0662420382;0,6924702614
2020-06-27;3;04. Región de Atacama;314709;925;13;25;279;11;2;38;296;449;0,0021621622;0,4854054054;0,1362007168;0,1368614253;0,0043234272;1,3706803481;0,0825052615;10654;SE26;2020-06-21;2020-06-27;1,0;1,4070109788;12,4831874162;0,1302579565;Sin Cuarentena;0;;;-55;21;-43;-65;-11;;288;163;6;;;;;;;;;0,1977652332;2,0673660776;0,5751351351;1,3706803481;0,0825052615;0,0430236821;0;1,7754969817;2,0585896568;0,0597371565;0,6244705854;0,0597371565;0,6244705854
2020-06-28;3;04. Región de Atacama;314709;956;4;27;342;11;2;31;338;616;0,0020920502;0,6443514644;0,0906432749;0,1388084807;0,0044313092;1,3057183582;0,0788813308;10996;SE27;2020-06-28;2020-07-04;2,0;1,3725808565;12,3924005986;0,1324786232;Sin Cuarentena;0;;;-64;24;-53;-75;-12;;288;219;6;;;;;;;;;0,1959817136;2,0487218097;0,4539748954;1,3057183582;0,0788813308;0,2149927049;0.180540540540541;1,0499103021;2,0397771603;0,0428410372;0,4478446773;0,0428410372;0,4478446773
2020-06-29;3;04. Región de Atacama;314709;1006;17;32;321;11;2;50;338;616;0,0019880716;0,6123260437;0,1557632399;0,1406378672;0,0045424749;1,3215071328;0,0777357137;11317;SE27;2020-06-28;2020-07-04;1,0;1,3538982597;13,0733017304;0,1346112631;Sin Cuarentena;0;;;-63;28;-66;-71;-59;;287;144;6;;;;;;;;;0,1952088714;2,0406427979;0,6958250497;1,3215071328;0,0777357137;0,0525638179;0;2,169198345;2,0304495372;0,0335135135;0,350338125;0,0335135135;0,350338125
2020-06-30;3;04. Región de Atacama;314709;1043;18;19;464;11;2;37;338;616;0,0019175455;0,5906040268;0,0797413793;0,1423396292;0,0046488312;1,3035535721;0,0756398501;11781;SE27;2020-06-28;2020-07-04;1,0;1,3347943286;13,4364490007;0,1366460745;Sin Cuarentena;0;;;-53;18;-40;-54;-22;;305;130;6;;;;;;;;;0,1950050862;2,0385125015;0,4966442953;1,3035535721;0,0756398501;0,0369698668;0;1,5256687384;2,0280060073;0,0523012552;0,5467383682;0,0523012552;0,5467383682
2020-07-01;3;04. Región de Atacama;314709;1114;20;35;290;12;2;71;357;755;0,0017953321;0,6777378815;0,2448275862;0,1439039235;0,004742163;1,3922977667;0,0766434696;12071;SE27;2020-06-28;2020-07-04;1,0;1,3487962221;14,9344314907;0,1385731894;Sin Cuarentena;0;;;-52;19;-43;-57;-25;;303;106;6;;;;;;;;;0,192780857;2,0152612152;0,8922800718;1,3922977667;0,0766434696;0,2024092967;0.13326941514861;1,2851275832;2,0046376245;0,0367793241;0,3844777248;0,0367793241;0,3844777248
2020-07-02;3;04. Región de Atacama;314709;1135;3;18;236;12;2;21;357;755;0,0017621145;0,6651982379;0,0889830508;0,1453218067;0,0048147613;1,2144119119;0,0702312542;12307;SE27;2020-06-28;2020-07-04;1,0;1,3261267605;13,5272358183;0,1403828336;Sin Cuarentena;0;;;-48;20;-46;-64;-24;;286;104;6;;;;;;;;;0,191284848;1,9996224788;0,259030837;1,2144119119;0,0702312542;0,0189636096;0;0,7825883314;1,9877470061;0,0680728667;0,7116090792;0,0680728667;0,7116090792
2020-07-03;3;04. Región de Atacama;314709;1166;12;19;237;12;3;31;357;755;0,0025728988;0,6475128645;0,1308016878;0,1465917221;0,0048624517;1,0947099196;0,0654214307;12544;SE27;2020-06-28;2020-07-04;1,0;1,2861255728;12,6647610514;0,1420664078;Sin Cuarentena;0;;;-52;23;-44;-64;-22;;175;86;6;;;;;;;;;0,1904015548;1,9903888519;0,372212693;1,0947099196;0,0654214307;0,0283641761;0.000881057268722467;1,129463372;1,9784354002;0,0188509874;0,197061391;0,0188509874;0,197061391
2020-07-04;3;04. Región de Atacama;314709;1208;14;28;292;12;5;42;357;755;0,0041390728;0,625;0,1438356164;0,1477167405;0,004883921;1,0694725937;0,0634615229;12836;SE27;2020-06-28;2020-07-04;2,0;1,2430958936;12,8463346865;0,1436171671;Sin Cuarentena;0;;;-57;21;-43;-65;-11;;183;88;6;;;;;;;;;0,1900668482;1,9868899504;0,4867549669;1,0694725937;0,0634615229;0,0379676075;0.00171526586620926;1,4632655385;1,9747617558;0,0273127753;0,2855178551;0,0273127753;0,2855178551
2020-07-05;3;04. Región de Atacama;314709;1253;16;29;286;10;5;45;365;883;0,003990423;0,7047086991;0,1573426573;0,1487006408;0,0048790415;1,0873937572;0,0629910291;13122;SE28;2020-07-05;2020-07-11;2,0;1,2119066649;13,4818424095;0,1450303329;Sin Cuarentena;0;;;-61;23;-49;-72;-9;;174;96;6;;;;;;;;;0,1882440807;1,9678354004;0,5027932961;1,0873937572;0,0629910291;0,1441108273;0.105960264900662;1,1069085218;1,9555608157;0,0360205832;0,3765461228;0,0360205832;0,3765461228
2020-07-06;3;04. Región de Atacama;314709;1301;15;32;325;10;5;48;365;883;0,0038431975;0,6787086856;0,1476923077;0,1495478114;0,0048486485;1,056518796;0,0614089077;13447;SE28;2020-07-05;2020-07-11;2,0;1,1740511882;13,3910555919;0,146303182;Sin Cuarentena;0;;;-53;20;-42;-64;-22;;137;92;4;;;;;;;;;0,1871818079;1,9567307855;0,5165257494;1,056518796;0,0614089077;0,0385698469;0;1,5916965595;1,9434498073;0,0372516556;0,3894153079;0,0372516556;0,3894153079
2020-07-07;3;04. Región de Atacama;314709;1323;3;19;179;10;5;22;365;883;0,0037792895;0,6674225246;0,1229050279;0,1502631969;0,004794377;0,9889257835;0,0589943663;13626;SE28;2020-07-05;2020-07-11;1,0;1,1291043612;12,7101544602;0,1474351203;Sin Cuarentena;0;;;-51;19;-42;-59;-24;;128;84;3;;;;;;;;;0,1864777266;1,9493705743;0,2328042328;0,9889257835;0,0589943663;0,0170282427;0;0,7027198051;1,935842226;0,0383080607;0,4004585832;0,0383080607;0,4004585832
2020-07-08;3;04. Región de Atacama;314709;1357;9;24;182;10;7;34;365;883;0,0051584377;0,6507000737;0,1868131868;0,150852243;0,0047185307;0,8506953742;0,0544601907;13808;SE28;2020-07-05;2020-07-11;2,0;1,0517325909;11,0305983351;0,1484277373;Sin Cuarentena;0;;;-52;20;-45;-62;-23;;128;71;3;;;;;;;;;0,1861372787;1,9458116557;0,3507737657;0,8506953742;0,0544601907;0,0274029727;0.00151171579743008;1,0644566321;1,93217198;0,0169100692;0,176771735;0,0169100692;0,176771735
2020-07-09;3;04. Región de Atacama;314709;1429;17;54;303;10;7;72;365;883;0,0048985304;0,6179146256;0,2376237624;0,1513208415;0,0046239746;1,0227138356;0,0595447016;14111;SE28;2020-07-05;2020-07-11;2,0;1,0243471514;13,3456621832;0,1492847423;Sin Cuarentena;0;;;-49;20;-47;-65;-23;;128;77;3;;;;;;;;;0,1863030451;1,9475445171;0,7053883835;1,0227138356;0,0595447016;0,0534385842;0;2,2052981112;1,9336821974;0,0256991686;0,2686497947;0,0256991686;0,2686497947
2020-07-10;3;04. Región de Atacama;314709;1467;13;25;294;9;9;38;388;1070;0,0061349693;0,7293796864;0,1292517007;0,1516752764;0,0045140418;1,0473291105;0,060267018;14405;SE28;2020-07-05;2020-07-11;2,0;1,0175784644;13,6634160447;0,1500109644;Sin Cuarentena;0;;;-50;24;-46;-66;-22;;298;81;4;;;;;;;;;0,1847067875;1,9308578187;0,3626448534;1,0473291105;0,060267018;0,1600280113;0.132260321903429;1,0225939646;1,9166725155;0,0530582167;0,5546513686;0,0530582167;0,5546513686
2020-07-11;3;04. Región de Atacama;314709;1522;15;40;364;9;9;55;388;1070;0,005913272;0,703022339;0,1510989011;0,1519221707;0,0043924473;1,0986852891;0,0619039031;14769;SE28;2020-07-05;2020-07-11;2,0;1,0217517066;14,2535303589;0,1506117401;Sin Cuarentena;0;;;-57;21;-45;-66;-12;;297;84;4;;;;;;;;;0,1837483886;1,9208390643;0,505913272;1,0986852891;0,0619039031;0,0377961786;0;1,559768893;1,9053539398;0,0265920224;0,2779833651;0,0265920224;0,2779833651
2020-07-12;3;04. Región de Atacama;314709;1576;10;44;302;9;9;54;388;1070;0,0057106599;0,6789340102;0,178807947;0,1520684354;0,004263201;1,1358228115;0,0631012673;15071;SE29;2020-07-12;2020-07-18;1,0;1,0286701429;14,662071038;0,1510928536;Sin Cuarentena;0;;;-62;24;-52;-74;-13;;299;102;4;;;;;;;;;0,1832601507;1,9157352018;0,4796954315;1,1358228115;0,0631012673;0,0357742839;0;1,4763295467;1,8999564104;0,0374914792;0,3919223367;0,0374914792;0,3919223367
2020-07-13;3;04. Región de Atacama;314709;1633;22;35;362;7;9;57;470;1154;0,0055113288;0,7066748316;0,1574585635;0,15212122;0,0041305099;1,1671640792;0,0639601975;15433;SE29;2020-07-12;2020-07-18;2,0;1,0444766119;15,070611717;0,1514604834;Sin Cuarentena;0;;;-54;21;-44;-67;-23;;299;116;4;;;;;;;;;0,1824146342;1,9068964793;0,4886711574;1,1671640792;0,0639601975;0,0902256228;0.0532994923857868;1,1637300582;1,8908632791;0,0354796321;0,3708912158;0,0354796321;0,3708912158
2020-07-14;3;04. Región de Atacama;314709;1674;13;28;265;6;9;41;470;1154;0,0053763441;0,6893667861;0,1547169811;0,1520878664;0,0039986614;1,2248517702;0,0652848187;15698;SE29;2020-07-12;2020-07-18;2,0;1,0781803243;15,933086484;0,1517211505;Sin Cuarentena;0;;;-54;20;-45;-60;-26;;299;112;4;;;;;;;;;0,1819189916;1,9017152105;0,3428912784;1,2248517702;0,0652848187;0,0253315019;0;1,0453778677;1,8848735191;0,0361675127;0,3780820705;0,0361675127;0,3780820705
2020-07-15;3;04. Región de Atacama;314709;1722;8;39;321;6;10;48;470;1154;0,0058072009;0,6701509872;0,1495327103;0,1519758647;0,0038718774;1,2559149881;0,0656477281;16019;SE29;2020-07-12;2020-07-18;2,0;1,1360688406;16,568594207;0,1518816679;Sin Cuarentena;0;;;-54;19;-43;-57;-25;;299;111;4;;;;;;;;;0,1817313934;1,899754127;0,3902439024;1,2559149881;0,0656477281;0,0295366328;0.000597371565113501;1,189588726;1,8826822978;0,0251071647;0,2624612012;0,0251071647;0,2624612012
2020-07-16;3;04. Región de Atacama;314709;1734;9;14;216;7;10;23;470;1154;0,0057670127;0,6655132641;0,1064814815;0,1517928136;0,0037541346;1,0664321545;0,0598967972;16235;SE29;2020-07-12;2020-07-18;2,0;1,1423143147;14,3443171765;0,1519490925;Sin Cuarentena;0;;;-50;26;-63;-71;-53;;299;120;4;;;;;;;;;0,1816232775;1,8986239224;0,1856978085;1,0664321545;0,0598967972;0,0070329142;0;0,290233593;1,8812726045;0,0286738351;0,299745881;0,0286738351;0,299745881
2020-07-17;3;04. Región de Atacama;314709;1736;1;1;0;7;9;2;406;1321;0,0051843318;0,7609447005;0,0;0,1515463827;0,0036489508;0,922161438;0,0550115393;16235;SE29;2020-07-12;2020-07-18;2,0;1,1244332187;12,7101544602;0,1519306791;Sin Cuarentena;0;;;-52;24;-41;-67;-28;;299;125;4;;;;;;;;;0,1803493979;1,8853072469;0,0161290323;0,922161438;0,0550115393;0,0977831716;0.0957324106113033;0,8151021196;1,8680057387;0,0069686411;0,0728476488;0,0069686411;0,0728476488
2020-07-18;3;04. Región de Atacama;314709;1817;14;29;553;8;9;43;406;1321;0,0049532196;0,7270225647;0,0777576854;0,1512442792;0,0035591524;0,8608305526;0,0524857651;16788;SE29;2020-07-12;2020-07-18;2,0;1,0904539706;12,1654335547;0,1518338374;Sin Cuarentena;0;;;-58;21;-46;-68;-13;;299;125;4;;;;;;;;;0,1796201377;1,8776838256;0,331315355;0,8608305526;0,0524857651;0,0471166782;0;1,9444063316;1,8594439798;0,0011534025;0,0120572521;0,0011534025;0,0120572521
2020-07-19;3;04. Región de Atacama;314709;1857;5;34;415;8;9;40;406;1321;0,0048465267;0,7113624125;0,0963855422;0,1508942188;0,0034866478;0,8021402915;0,0502319735;17203;SE30;2020-07-19;2020-07-25;3,0;1,0427850392;11,5299258317;0,1516660922;Sin Cuarentena;0;;;-62;23;-53;-74;-13;;299;133;4;;;;;;;;;0,1791548866;1,8728202586;0,3015616586;0,8021402915;0,0502319735;0,0222360337;0;0,9176344001;1,8541456162;0,0466589862;0,4877561322;0,0466589862;0,4877561322
2020-07-20;3;04. Región de Atacama;314709;1895;20;18;299;7;9;38;423;1463;0,0047493404;0,7720316623;0,127090301;0,150503899;0,003432248;0,7395986676;0,0481437725;17502;SE30;2020-07-19;2020-07-25;3,0;0,9817042661;10,6674510648;0,1514350463;Sin Cuarentena;0;;;-53;20;-44;-63;-24;;299;133;4;;;;;;;;;0,1780214623;1,8609718514;0,2807387863;0,7395986676;0,0481437725;0,0979193725;0.0764674205708131;0,9723934856;1,842178815;0,0220143093;0,2301296114;0,0220143093;0,2301296114
2020-07-21;3;04. Región de Atacama;314709;1958;16;45;334;8;9;63;423;1463;0,0045965271;0,7471910112;0,1886227545;0,1500809776;0,0033955725;0,8168467814;0,0508546593;17836;SE30;2020-07-19;2020-07-25;3,0;0,9234178391;11,6661060581;0,1511483479;Sin Cuarentena;0;;;-54;19;-45;-59;-25;;299;133;4;;;;;;;;;0,1772937566;1,8533646799;0,4504596527;0,8168467814;0,0508546593;0,0336039529;0;1,3867645435;1,8335883895;0,0204631125;0,2139139627;0,0204631125;0,2139139627
