fch_confirmado;id_region;txt_nombreregion;cant_poblacion;cant_pcr;cant_uci;cant_casosconfirmadoscs;cant_casosconfirmados;cant_casosrecuperados;cant_fallecidos;cant_casosactivos;cant_casosconfirmadosss;cant_casosconfirmadosdiario;cant_ventiladores;cant_ventiladoresdisponibles;cant_ventiladoresocupados;cant_pacientescriticos;cant_camabasica;cant_camamedia;cant_camauti;cant_camauci;cant_pacientesvmi;cant_uci39;cant_uci40a49;cant_uci50a59;cant_uci60a69;cant_uci70;cant_fallecidos39;cant_fallecidos40a49;cant_fallecidos50a59;cant_fallecidos60a69;cant_fallecidos70a79;cant_fallecidos80a89;cant_fallecidos90;cant_pcrhospitalpublicorealizados;cant_pcrinsitutosaludpublicarealizados;cant_pcrprivadosrealizados;cant_pcrrealizados;cant_pcrhospitalpublicoinformadosultdia;cant_pcrinformadosultdia;cant_pcrinsitutosaludpublicainformadosultdia;cant_pcrprivadosinformadosultdia;porc_positividad;porc_cfr;porc_crr;txt_semanaepidemiologica;fch_inicio;fch_fin;txt_cuarentenaactiva;cant_poblacioncomunacuarentena;fch_iniciocuarentena;fch_fincuarentena;cant_cupostotales;cant_usuariosenresidencia;cant_residencias
2020-10-13;0;00. Nacional;19458310;25603;778;898;484280;456499;13396;14385;462;1392;2361;380;1981;84;869;863;523;778;612;45;49;172;261;251;301;452;1357;2821;3797;3419;1249;1754978;153452;1846332;3754762;12762;25603;722;12119;0,0543686287;0,0276616833;0,9426344264;SE42;2020-10-11;2020-10-17;;;;;10392;5503;149
2020-10-14;0;00. Nacional;19458310;17351;785;822;485372;458073;13415;13884;256;1089;2361;379;1982;87;836;865;544;785;615;43;50;174;262;256;301;454;1357;2824;3802;3425;1252;1763218;153728;1855167;3772113;8240;17351;276;8835;0,0627629531;0,0276385947;0,9437565414;SE42;2020-10-11;2020-10-17;;;;;10473;5355;150
2020-10-15;0;00. Nacional;19458310;18005;786;889;486496;459536;13434;13526;210;1122;2371;366;2005;100;840;866;525;786;617;45;48;175;259;259;301;456;1359;2827;3807;3431;1253;1772311;154175;1863632;3790118;9093;18005;447;8465;0,0623160233;0,0276137933;0,9445833059;SE42;2020-10-11;2020-10-17;;;;;10504;5363;151
2020-10-16;0;00. Nacional;19458310;31088;794;1141;488190;461097;13529;13564;510;1689;2358;349;2009;101;837;857;526;794;625;46;49;176;261;262;301;462;1369;2846;3832;3460;1259;1786247;154594;1880365;3821206;13936;31088;419;16733;0,0543296449;0,0277125709;0,9445031648;SE42;2020-10-11;2020-10-17;;;;;10822;5329;153
2020-10-17;0;00. Nacional;19458310;36614;791;1189;490003;462712;13588;13703;600;1811;2359;386;1973;98;791;859;511;791;623;47;52;170;259;263;302;463;1377;2861;3843;3479;1263;1804134;155436;1898250;3857820;17887;36614;842;17885;0,0494619544;0,0277304425;0,9443044226;SE42;2020-10-11;2020-10-17;;;;;10755;5416;152
2020-10-18;0;00. Nacional;19458310;37121;776;1149;491760;463943;13635;14182;591;1759;2350;366;1984;97;781;856;521;776;602;44;48;170;254;260;305;464;1379;2874;3850;3495;1268;1821994;155954;1916993;3894941;17860;37121;518;18743;0,0473855769;0,02772694;0,9434337888;SE43;2020-10-18;2020-10-24;;;;;10753;5607;152
2020-10-19;0;00. Nacional;19458310;34671;769;1034;493305;465021;13676;14608;476;1545;2349;355;1994;95;780;847;523;769;600;48;48;173;244;256;307;466;1384;2884;3863;3503;1269;1839004;156701;1933907;3929612;17010;34671;747;16914;0,0445617375;0,0277232138;0,9426642746;SE43;2020-10-18;2020-10-24;;;;;10753;5397;152
2020-10-20;0;00. Nacional;19458310;25731;770;726;494478;466727;13702;14049;345;1099;2351;360;1991;85;773;866;537;770;604;48;50;173;246;253;308;467;1386;2890;3867;3512;1272;1852188;156940;1946215;3955343;13184;25731;239;12308;0,0427111267;0,0277100296;0,9438781907;SE43;2020-10-18;2020-10-24;;;;;10827;5145;152
2020-10-21;0;00. Nacional;19458310;18846;767;830;495637;468353;13719;13565;311;1152;2326;396;1930;96;771;833;542;767;601;47;53;171;236;260;308;467;1392;2892;3871;3516;1273;1861631;157270;1955288;3974189;9443;18846;330;9073;0,0611270296;0,0276795316;0,9449516481;SE43;2020-10-18;2020-10-24;;;;;10856;4984;152
2020-10-22;0;00. Nacional;19458310;31734;759;1030;497131;469849;13792;13490;428;1495;2311;364;1947;93;761;801;526;759;603;47;53;168;238;253;308;467;1396;2910;3890;3539;1282;1876794;157885;1971244;4005923;15163;31734;615;15956;0,0471103548;0,0277431904;0,9451211049;SE43;2020-10-18;2020-10-24;;;;;10742;5015;152
2020-10-23;0;00. Nacional;19458310;37359;759;1160;498906;485062;13844;0;584;1773;2307;403;1904;91;747;812;522;759;610;48;52;160;242;257;310;467;1398;2925;3898;3561;1285;1895630;158438;1989214;4043282;18836;37359;553;17970;0,0474584437;0,0277487142;0,9722512858;SE43;2020-10-18;2020-10-24;;;;;10676;5114;152
2020-10-24;0;00. Nacional;19458310;37796;729;1121;500542;476660;13892;9990;491;1631;2305;395;1910;85;742;792;499;729;591;49;46;154;233;247;310;469;1404;2943;3906;3572;1288;1914613;159354;2007111;4081078;18983;37796;916;17897;0,0431527146;0,0277539148;0,9522877201;SE43;2020-10-18;2020-10-24;;;;;10871;5252;151
2020-10-25;0;00. Nacional;19458310;38473;723;1026;502063;478335;13944;9784;491;1540;2277;378;1899;87;731;759;493;723;593;44;49;153;234;243;311;469;1409;2957;3915;3591;1292;1933048;160085;2026418;4119551;18435;38473;731;19307;0,0400280716;0,0277734069;0,9527389989;SE44;2020-10-25;2020-10-31;;;;;10871;5403;151
2020-10-26;0;00. Nacional;19458310;37832;730;1010;503598;479961;14003;9634;472;1505;2274;374;1900;91;753;774;493;730;610;46;51;155;237;241;311;472;1414;2966;3934;3608;1298;1950865;161049;2045469;4157383;17817;37832;964;19051;0,0397811377;0,0278059087;0,9530637532;SE44;2020-10-25;2020-10-31;;;;;10839;5449;150
2020-10-27;0;00. Nacional;19458310;20012;740;569;504525;481464;14026;9035;300;922;2290;367;1923;86;759;776;461;740;619;48;54;151;242;245;313;473;1415;2971;3942;3613;1299;1961999;161049;2054347;4177395;11134;20012;0;8878;0,0460723566;0,0278004063;0,9542916605;SE44;2020-10-25;2020-10-31;;;;;10726;5116;149
