fch_confirmado;id_region;txt_nombreregion;cant_poblacion;cant_pcr;cant_uci;cant_casosconfirmadoscs;cant_casosconfirmados;cant_casosrecuperados;cant_fallecidos;cant_casosactivos;cant_casosconfirmadosss;cant_casosconfirmadosdiario;cant_ventiladores;cant_ventiladoresdisponibles;cant_ventiladoresocupados;cant_pacientescriticos;cant_camabasica;cant_camamedia;cant_camauti;cant_camauci;cant_pacientesvmi;cant_uci39;cant_uci40a49;cant_uci50a59;cant_uci60a69;cant_uci70;cant_fallecidos39;cant_fallecidos40a49;cant_fallecidos50a59;cant_fallecidos60a69;cant_fallecidos70a79;cant_fallecidos80a89;cant_fallecidos90;cant_pcrhospitalpublicorealizados;cant_pcrinsitutosaludpublicarealizados;cant_pcrprivadosrealizados;cant_pcrrealizados;cant_pcrhospitalpublicoinformadosultdia;cant_pcrinformadosultdia;cant_pcrinsitutosaludpublicainformadosultdia;cant_pcrprivadosinformadosultdia;porc_positividad;porc_cfr;porc_crr;txt_semanaepidemiologica;fch_inicio;fch_fin;txt_cuarentenaactiva;cant_poblacioncomunacuarentena;fch_iniciocuarentena;fch_fincuarentena;cant_cupostotales;cant_usuariosenresidencia;cant_residencias
2020-07-31;0;00. Nacional;19458310;22874;1445;1540;355667;328327;9457;17883;450;2123;3004;512;2492;232;1779;1355;887;1445;1159;97;123;318;489;418;215;326;985;2029;2645;2394;863;707399;94987;821606;1623992;11079;22874;864;10931;0,0928128006;0,0265894784;0,9231303438;SE31;2020-07-26;2020-08-01;Cuarentena Activa;10609230;2020-07-27;2021-12-31;10691;5297;157
2020-08-01;0;00. Nacional;19458310;24398;1445;1426;357658;330504;9533;17621;440;1979;3001;551;2450;226;1755;1341;877;1445;1158;97;123;318;489;418;217;329;997;2044;2669;2407;870;720212;95540;832638;1648390;12813;24398;553;11032;0,081113206;0,0266539543;0,9240783094;SE31;2020-07-26;2020-08-01;Cuarentena Activa;10609230;2020-07-27;2021-12-31;10717;5297;158
2020-08-02;0;00. Nacional;19458310;24899;1437;1482;359731;332411;9608;17712;473;2081;2943;562;2381;234;1769;1323;860;1437;1151;97;123;319;490;408;217;332;1007;2058;2690;2428;876;731976;96347;844966;1673289;11764;24899;807;12328;0,0835776537;0,0267088463;0,9240543628;SE32;2020-08-02;2020-08-08;Cuarentena Activa;10609230;2020-07-27;2021-12-31;10637;5411;155
2020-08-03;0;00. Nacional;19458310;24269;1419;1119;361493;333976;9707;17810;527;1762;2951;568;2383;235;1746;1344;863;1419;1140;94;120;314;487;404;217;335;1015;2082;2727;2448;883;744034;97162;856362;1697558;12058;24269;815;11396;0,0726029091;0,0268525255;0,9238795772;SE32;2020-08-02;2020-08-08;Cuarentena Activa;10609230;2020-07-27;2021-12-31;10663;5445;156
2020-08-04;0;00. Nacional;19458310;18857;1405;1049;362962;336330;9745;16887;350;1462;2949;580;2369;227;1700;1317;849;1405;1126;91;121;314;474;405;219;337;1021;2089;2736;2455;888;755525;97575;863315;1716415;11491;18857;413;6953;0,0775308904;0,0268485406;0,9266259278;SE32;2020-08-02;2020-08-08;Cuarentena Activa;10609230;2020-07-27;2021-12-31;10658;5359;157
2020-08-05;0;00. Nacional;19458310;21398;1400;1216;364723;338291;9792;16640;482;1781;2939;548;2391;227;1675;1284;845;1400;1092;90;121;319;468;402;220;337;1024;2101;2751;2466;893;764817;98352;874644;1737813;9292;21398;777;11329;0,0832320778;0,0268477721;0,9275285628;SE32;2020-08-02;2020-08-08;Cuarentena Activa;10609230;2020-07-27;2021-12-31;10754;5330;157
2020-08-06;0;00. Nacional;19458310;22802;1358;1383;366671;340168;9889;16614;403;1947;2888;521;2367;217;1641;1268;844;1358;1051;89;115;308;463;383;223;340;1031;2120;2777;2493;905;776247;98814;885554;1760615;11430;22802;462;10910;0,0853872467;0,0269696813;0,9277199451;SE32;2020-08-02;2020-08-08;Cuarentena Activa;10609230;2020-07-27;2021-12-31;10764;5363;157
2020-08-07;0;00. Nacional;19458310;25243;1348;1479;368825;342168;9958;16699;570;2149;2881;539;2342;233;1632;1267;839;1348;1044;98;112;302;461;375;225;340;1038;2129;2804;2510;912;788574;99472;897812;1785858;12327;25243;658;12258;0,085132512;0,0269992544;0,9277245306;SE32;2020-08-02;2020-08-08;Cuarentena Activa;10609230;2020-07-27;2021-12-31;10933;5389;158
2020-08-08;0;00. Nacional;19458310;27037;1305;1511;371023;344132;10011;16880;604;2201;2877;567;2310;217;1669;1284;825;1305;1003;89;105;303;447;361;225;340;1042;2142;2828;2521;913;801828;100574;910493;1812895;13254;27037;1102;12681;0,0814069608;0,0269821547;0,9275220135;SE32;2020-08-02;2020-08-08;Cuarentena Activa;10609230;2020-07-27;2021-12-31;10771;5507;156
2020-08-09;0;00. Nacional;19458310;28460;1276;1452;373056;345826;10077;17153;502;2036;2837;602;2235;210;1679;1259;817;1276;978;78;106;304;432;356;226;342;1052;2157;2844;2539;917;816081;101776;923498;1841355;14253;28460;1202;13005;0,0715390021;0,0270120304;0,9270082776;SE33;2020-08-09;2020-08-15;Cuarentena Activa;10609230;2020-07-27;2021-12-31;10658;5480;155
2020-08-10;0;00. Nacional;19458310;26012;1280;1319;375044;347342;10139;17563;605;1988;2834;601;2233;203;1674;1253;780;1280;994;79;106;306;427;362;227;344;1057;2169;2863;2551;928;829763;102594;935010;1867367;13682;26012;818;11512;0,0764262648;0,0270341613;0,9261366666;SE33;2020-08-09;2020-08-15;Cuarentena Activa;10609230;2020-07-27;2021-12-31;10748;5769;156
2020-08-11;0;00. Nacional;19458310;22249;1268;1061;376616;349541;10178;16897;424;1566;2835;570;2265;211;1684;1247;747;1268;986;73;106;301;422;366;227;345;1061;2182;2873;2559;931;841809;103063;944744;1889616;12046;22249;469;9734;0,0703851859;0,0270248741;0,9281097988;SE33;2020-08-09;2020-08-15;Cuarentena Activa;10609230;2020-07-27;2021-12-31;10839;5586;157
2020-08-12;0;00. Nacional;19458310;19348;1255;1071;378168;351419;10205;16544;421;1540;2782;522;2260;197;1693;1209;745;1255;973;73;105;295;420;362;228;346;1061;2191;2880;2566;933;852477;103880;952607;1908964;10668;19348;817;7863;0,0795947902;0,026985361;0,9292668867;SE33;2020-08-09;2020-08-15;Cuarentena Activa;10609230;2020-07-27;2021-12-31;10848;5505;157
2020-08-13;0;00. Nacional;19458310;23628;1259;1343;380034;353131;10299;16604;425;1852;2761;509;2252;203;1681;1221;740;1259;962;71;105;293;435;355;231;346;1072;2214;2902;2589;945;865041;104279;963272;1932592;12564;23628;399;10665;0,0783815812;0,0271002068;0,9292089655;SE33;2020-08-09;2020-08-15;Cuarentena Activa;10609230;2020-07-27;2021-12-31;10897;5505;159
2020-08-14;0;00. Nacional;19458310;27618;1252;1396;382111;355037;10340;16734;616;2077;2733;522;2211;207;1670;1241;747;1252;924;75;103;294;424;356;233;350;1075;2225;2912;2597;948;877972;105153;977085;1960210;12931;27618;874;13813;0,0752045767;0,0270601998;0,9291462428;SE33;2020-08-09;2020-08-15;Cuarentena Activa;10609230;2020-07-27;2021-12-31;10317;5558;158
2020-08-15;0;00. Nacional;19458310;28499;1207;1158;383902;356951;10395;16556;552;1777;2717;518;2199;196;1642;1243;723;1207;899;70;96;283;412;346;235;351;1087;2234;2925;2613;950;891892;106344;990473;1988709;13920;28499;1191;13388;0,062353065;0,0270772228;0,9297971878;SE33;2020-08-09;2020-08-15;Cuarentena Activa;10609230;2020-07-27;2021-12-31;10399;5512;159
2020-08-16;0;00. Nacional;19458310;30882;1190;1383;385946;358828;10452;16666;634;2086;2717;518;2199;185;1672;1262;719;1190;879;72;97;274;400;347;236;355;1091;2242;2948;2626;954;907035;107506;1005050;2019591;15143;30882;1162;14577;0,0675474386;0,0270815088;0,9297362844;SE34;2020-08-16;2020-08-22;Cuarentena Activa;10609230;2020-07-27;2021-12-31;10377;5551;157
2020-08-17;0;00. Nacional;19458310;25289;1177;1012;387502;360385;10513;16604;480;1556;2701;557;2144;191;1660;1255;738;1177;869;74;98;265;397;343;238;356;1100;2250;2968;2638;963;921466;108519;1014895;2044880;14431;25289;1013;9845;0,0615287279;0,0271301826;0,9300210063;SE34;2020-08-16;2020-08-22;Cuarentena Activa;10609230;2020-07-27;2021-12-31;10377;5532;157
2020-08-18;0;00. Nacional;19458310;23199;1157;846;388855;362440;10546;15869;443;1336;2689;549;2140;184;1594;1253;734;1157;867;73;96;263;391;334;238;356;1103;2259;2982;2640;968;934371;108889;1024819;2068079;12905;23199;370;9924;0,0575886892;0,0271206491;0,9320697947;SE34;2020-08-16;2020-08-22;Cuarentena Activa;10609230;2020-07-27;2021-12-31;10364;5233;157
2020-08-19;0;00. Nacional;19458310;19275;1120;876;390037;364285;10578;15174;316;1233;2708;582;2126;176;1579;1240;726;1120;833;69;88;251;383;329;241;359;1104;2266;2990;2648;970;944703;109423;1033228;2087354;10332;19275;534;8409;0,0639688716;0,027120504;0,9339754946;SE34;2020-08-16;2020-08-22;Cuarentena Activa;10609230;2020-07-27;2021-12-31;10409;5221;157
2020-08-20;0;00. Nacional;19458310;26278;1077;1265;391849;366062;10671;15116;453;1813;2707;566;2141;175;1495;1203;728;1077;794;66;88;242;364;317;242;361;1111;2288;3015;2673;981;958540;109885;1045207;2113632;13837;26278;462;11979;0,0689930741;0,0272324288;0,934191487;SE34;2020-08-16;2020-08-22;Cuarentena Activa;10609230;2020-07-27;2021-12-31;10438;5196;157
2020-08-21;0;00. Nacional;19458310;28669;1072;1328;393769;367897;10723;15149;496;1920;2688;550;2138;174;1385;1158;715;1072;781;68;90;240;360;314;242;363;1115;2302;3027;2687;987;972646;110515;1059140;2142301;14106;28669;630;13933;0,066971293;0,0272317018;0,9342965038;SE34;2020-08-16;2020-08-22;;;;;10439;5137;157
2020-08-22;0;00. Nacional;19458310;29727;1058;1267;395708;369730;10792;15186;600;1926;2688;550;2138;166;1398;1133;695;1058;773;68;89;234;367;300;242;366;1124;2319;3043;2700;998;987423;111607;1072998;2172028;14777;29727;1092;13858;0,0647895852;0,0272726354;0,9343505817;SE34;2020-08-16;2020-08-22;;;;;10439;5209;157
2020-08-23;0;00. Nacional;19458310;31981;1027;1315;397665;371179;10852;15634;554;1942;2663;577;2086;149;1389;1131;695;1027;742;65;88;225;357;292;243;368;1133;2325;3067;2716;1000;1003743;112240;1088026;2204009;16320;31981;633;15028;0,0607235546;0,0272893013;0,9333962003;SE35;2020-08-23;2020-08-29;;;;;10392;5258;156
2020-08-24;0;00. Nacional;19458310;27454;1014;1265;399568;372464;10916;16188;580;1903;2658;582;2076;140;1388;1144;681;1014;742;68;86;224;347;289;243;375;1142;2339;3084;2730;1003;1018937;113178;1099348;2231463;15194;27454;938;11322;0,0693159467;0,0273195051;0,9321667401;SE35;2020-08-23;2020-08-29;;;;;10392;5341;156
2020-08-25;0;00. Nacional;19458310;24503;1011;887;400985;374463;10958;15564;473;1406;2660;565;2095;144;1412;1148;693;1011;745;66;87;223;345;290;245;376;1145;2348;3091;2744;1009;1032269;113515;1110182;2255966;13332;24503;337;10834;0,0573807289;0,0273277055;0,933857875;SE35;2020-08-23;2020-08-29;;;;;10373;5195;156
2020-08-26;0;00. Nacional;19458310;20257;1004;993;402365;376268;10990;15107;316;1371;2672;551;2121;148;1435;1069;682;1004;727;64;84;220;350;286;246;377;1148;2354;3097;2751;1017;1042411;114221;1119591;2276223;10142;20257;706;9409;0,067680308;0,0273135089;0,935140979;SE35;2020-08-23;2020-08-29;;;;;10373;5145;156
2020-08-27;0;00. Nacional;19458310;27019;1012;1197;404102;377922;11072;15108;450;1739;2655;540;2115;135;1418;1033;695;1012;740;59;86;225;352;290;247;377;1152;2372;3120;2779;1025;1055433;114787;1133022;2303242;13022;27019;566;13431;0,0643621155;0,027399023;0,9352143766;SE35;2020-08-23;2020-08-29;;;;;10373;5171;156
2020-08-28;0;00. Nacional;19458310;30274;995;1227;405972;379452;11132;15388;543;1868;2648;538;2110;142;1387;1069;690;995;733;60;88;220;340;287;252;379;1156;2384;3131;2802;1028;1071583;115649;1146284;2333516;16150;30274;862;13262;0,0617031116;0,0274206103;0,9346752978;SE35;2020-08-23;2020-08-29;;;;;10434;5278;156
2020-08-29;0;00. Nacional;19458310;32237;959;1330;408009;381183;11181;15645;645;2033;2657;561;2096;131;1387;1052;692;959;708;59;81;210;325;284;254;381;1161;2395;3140;2817;1033;1088083;116258;1161412;2365753;16500;32237;609;15128;0,0630641809;0,0274038073;0,9342514503;SE35;2020-08-23;2020-08-29;;;;;10456;5253;156
2020-08-30;0;00. Nacional;19458310;34769;960;1277;409974;382584;11244;16146;616;1966;2648;535;2113;142;1372;1033;680;960;718;59;80;213;328;280;257;383;1162;2408;3160;2831;1043;1104660;117164;1178698;2400522;16577;34769;906;17286;0,0565446231;0,0274261295;0,9331908853;SE36;2020-08-30;2020-09-05;;;;;10388;5408;155
2020-08-31;0;00. Nacional;19458310;31914;969;1177;411726;383879;11289;16558;507;1753;2648;540;2108;139;1454;1041;696;969;735;62;77;212;335;283;257;386;1164;2416;3178;2842;1046;1121321;118167;1192948;2432436;16661;31914;1003;14250;0,0549288713;0,0274187202;0,9323652138;SE36;2020-08-30;2020-09-05;;;;;10371;5507;154
2020-09-01;0;00. Nacional;19458310;26326;962;926;413145;385790;11321;16034;436;1415;2644;534;2110;124;1475;1057;699;962;724;60;76;211;334;281;257;387;1166;2422;3185;2854;1050;1133823;118556;1206383;2458762;12502;26326;389;13435;0,0537491453;0,0274020017;0,9337883794;SE36;2020-08-30;2020-09-05;;;;;10328;5336;153
2020-09-02;0;00. Nacional;19458310;22746;947;1114;414739;387683;11344;15712;418;1582;2628;507;2121;122;1447;1050;695;947;686;61;75;207;329;275;257;387;1169;2429;3189;2861;1052;1144529;119090;1217889;2481508;10706;22746;534;11506;0,0695506902;0,0273521419;0,9347637912;SE36;2020-08-30;2020-09-05;;;;;10275;5179;151
2020-09-03;0;00. Nacional;19458310;27242;940;1275;416501;389409;11422;15670;404;1758;2611;485;2126;125;1447;1062;654;940;686;65;75;204;320;276;259;392;1180;2440;3207;2881;1063;1157444;119610;1231696;2508750;12915;27242;520;13807;0,0645327068;0,0274237037;0,9349533374;SE36;2020-08-30;2020-09-05;;;;;10266;4901;152
2020-09-04;0;00. Nacional;19458310;31968;932;1319;418469;391248;11494;15727;565;1965;2606;495;2111;121;1392;1087;651;932;672;70;69;207;319;267;259;393;1190;2456;3227;2900;1069;1172733;120426;1247559;2540718;15289;31968;816;15863;0,0614677177;0,0274667897;0,9349509761;SE36;2020-08-30;2020-09-05;;;;;10266;4853;152
2020-09-05;0;00. Nacional;19458310;34595;908;1368;420434;392967;11551;15916;538;1961;2598;490;2108;121;1322;1061;655;908;666;63;67;203;313;262;259;397;1194;2467;3247;2911;1076;1189795;121576;1263942;2575313;17062;34595;1150;16383;0,056684492;0,0274739912;0,9346698887;SE36;2020-08-30;2020-09-05;;;;;10350;4943;152
2020-09-06;0;00. Nacional;19458310;35289;909;1364;422510;394399;11592;16519;631;2077;2598;496;2102;110;1351;1047;654;909;679;60;70;200;312;267;259;398;1199;2477;3262;2919;1078;1206512;122579;1281511;2610602;16717;35289;1003;17569;0,0588568676;0,027436037;0,9334666635;SE37;2020-09-06;2020-09-12;;;;;10321;5068;151
2020-09-07;0;00. Nacional;19458310;30987;930;1175;424274;395717;11652;16905;545;1764;2604;526;2078;115;1367;1084;659;930;699;65;68;203;317;277;259;401;1206;2490;3287;2928;1081;1222562;123747;1295280;2641589;16050;30987;1168;13769;0,0569270985;0,0274633845;0,9326920811;SE37;2020-09-06;2020-09-12;;;;;10309;5182;151
2020-09-08;0;00. Nacional;19458310;27980;930;839;425541;397730;11682;16129;397;1263;2604;490;2114;113;1348;1128;618;930;703;66;70;203;310;281;259;401;1207;2501;3299;2932;1083;1236068;124211;1309290;2669569;13506;27980;464;14010;0,0451393853;0,0274521139;0,9346455453;SE37;2020-09-06;2020-09-12;;;;;10309;5016;151
2020-09-09;0;00. Nacional;19458310;21805;942;1048;427027;399555;11702;15770;402;1482;2605;486;2119;125;1294;1123;611;942;708;67;70;202;317;286;260;402;1207;2503;3304;2941;1085;1246782;124623;1319969;2691374;10714;21805;412;10679;0,0679660628;0,0274034195;0,9356668314;SE37;2020-09-06;2020-09-12;;;;;10198;4904;151
2020-09-10;0;00. Nacional;19458310;28313;951;1139;428669;401356;11781;15532;452;1639;2592;484;2108;129;1270;1136;629;951;697;61;72;199;323;296;262;404;1210;2522;3326;2969;1088;1260155;125066;1334466;2719687;13373;28313;443;14497;0,0578886024;0,0274827431;0,9362841726;SE37;2020-09-06;2020-09-12;;;;;10233;4897;151
2020-09-11;0;00. Nacional;19458310;34082;918;1304;430535;403064;11850;15621;509;1860;2592;459;2133;120;1255;1153;613;918;675;59;69;194;307;289;265;407;1212;2533;3352;2987;1094;1276960;125729;1351080;2753769;16805;34082;663;16614;0,0545742621;0,0275238947;0,9361933408;SE37;2020-09-06;2020-09-12;;;;;10235;4893;151
2020-09-12;0;00. Nacional;19458310;38062;908;1407;432666;404919;11895;15852;667;2135;2589;459;2130;124;1243;1073;592;908;672;60;67;187;305;289;267;408;1216;2542;3367;2998;1097;1294781;126799;1370251;2791831;17821;38062;1070;19171;0,0560926909;0,0274923382;0,9358697009;SE37;2020-09-06;2020-09-12;;;;;10235;4998;151
2020-09-13;0;00. Nacional;19458310;36298;906;1413;434748;406326;11949;16473;592;2082;2586;463;2123;115;1185;1025;593;906;676;64;66;185;308;283;269;410;1219;2555;3384;3012;1100;1312908;128002;1387219;2828129;18127;36298;1203;16968;0,0573585322;0,0274848878;0,9346241961;SE38;2020-09-13;2020-09-19;;;;;10235;5059;151
2020-09-14;0;00. Nacional;19458310;32577;906;1064;436433;407725;12013;16695;561;1685;2593;503;2090;117;1190;1045;601;906;689;63;68;188;305;282;270;413;1225;2568;3399;3034;1104;1328248;129012;1403446;2860706;15340;32577;1010;16227;0,0517236087;0,0275254163;0,9342212894;SE38;2020-09-13;2020-09-19;;;;;10235;5088;151
2020-09-15;0;00. Nacional;19458310;27197;905;1025;437983;409944;12040;15999;479;1536;2591;451;2140;114;1196;1054;608;905;698;64;69;189;307;276;270;413;1227;2573;3408;3043;1106;1341777;129480;1416646;2887903;13529;27197;468;13200;0,0564768173;0,0274896514;0,9359815335;SE38;2020-09-13;2020-09-19;;;;;10366;4848;153
2020-09-16;0;00. Nacional;19458310;23102;898;918;439287;411852;12058;15377;353;1305;2582;442;2140;120;1093;1025;587;898;654;64;67;183;307;277;270;413;1227;2573;3416;3050;1109;1351777;130391;1428837;2911005;10000;23102;911;12191;0,0564886157;0,0274490254;0,9375465243;SE38;2020-09-13;2020-09-19;;;;;10372;4691;153
2020-09-17;0;00. Nacional;19458310;31646;895;1283;441150;413928;12142;15080;540;1860;2583;460;2123;120;1092;1009;563;895;663;63;64;184;305;279;270;416;1232;2593;3431;3084;1116;1366470;130994;1445187;2942651;14693;31646;603;16350;0,0587752007;0,0275235181;0,9382930976;SE38;2020-09-13;2020-09-19;;;;;10384;4708;153
2020-09-18;0;00. Nacional;19458310;33240;902;1097;442827;415981;12199;14647;510;1673;2565;466;2099;122;1065;975;560;902;675;64;66;185;308;279;271;417;1237;2604;3452;3096;1122;1383142;131809;1460940;2975891;16672;33240;815;15753;0,0503309266;0,0275480041;0,9393758736;SE38;2020-09-13;2020-09-19;;;;;10426;4710;154
2020-09-19;0;00. Nacional;19458310;34822;894;1230;444674;418101;12254;14319;576;1848;2553;461;2092;120;993;927;369;894;667;62;62;183;304;283;273;419;1241;2614;3471;3108;1128;1399809;132947;1477957;3010713;16667;34822;1138;17017;0,0530698983;0,0275572667;0,9402416152;SE38;2020-09-13;2020-09-19;;;;;10426;4627;154
2020-09-20;0;00. Nacional;19458310;27620;901;1048;446274;419746;12286;14242;485;1600;2554;454;2100;119;998;946;562;901;675;62;62;182;310;285;275;420;1249;2618;3478;3117;1129;1413471;133811;1491051;3038333;13662;27620;864;13094;0,0579290369;0,027530172;0,9405566984;SE39;2020-09-20;2020-09-26;;;;;10436;4555;154
2020-09-21;0;00. Nacional;19458310;16822;915;832;447468;421111;12298;14059;337;1194;2556;477;2079;123;999;934;567;915;684;63;65;186;312;289;275;420;1249;2619;3483;3122;1130;1422400;134049;1498706;3055155;8929;16822;238;7655;0,0709784806;0,0274835295;0,941097464;SE39;2020-09-20;2020-09-26;;;;;10516;4632;156
2020-09-22;0;00. Nacional;19458310;13389;918;814;448523;423176;12321;13026;219;1054;2543;469;2074;120;1009;933;578;918;685;62;64;186;310;296;276;421;1251;2624;3488;3129;1132;1429616;134473;1504455;3068544;7216;13389;424;5749;0,0787213384;0,0274701632;0,9434878479;SE39;2020-09-20;2020-09-26;;;;;10515;4361;156
2020-09-23;0;00. Nacional;19458310;15573;907;1016;449903;425165;12345;12393;325;1372;2546;470;2076;121;998;931;588;907;680;60;69;187;301;290;276;421;1253;2629;3493;3135;1138;1437794;135234;1511089;3084117;8178;15573;761;6634;0,0881012008;0,027439248;0,9450148143;SE39;2020-09-20;2020-09-26;;;;;10515;4493;156
2020-09-24;0;00. Nacional;19458310;29078;890;1282;451634;426876;12469;12289;395;1731;2551;465;2086;124;1013;932;593;890;673;56;71;182;294;287;277;424;1262;2647;3539;3168;1152;1451167;135826;1526202;3113195;13373;29078;592;15113;0,0595295412;0,0276086389;0,9451812751;SE39;2020-09-20;2020-09-26;;;;;10544;4572;157
2020-09-25;0;00. Nacional;19458310;37653;891;1475;453868;428580;12527;12761;694;2222;2551;483;2068;137;1002;913;596;891;655;58;68;179;284;302;278;426;1267;2653;3559;3186;1158;1469464;136426;1544958;3150848;18297;37653;600;18756;0,0590125621;0,0276005358;0,9442833599;SE39;2020-09-20;2020-09-26;;;;;10609;4816;159
2020-09-26;0;00. Nacional;19458310;38161;895;1458;455979;430259;12591;13129;594;2109;2538;487;2051;135;1001;917;602;895;653;51;68;185;293;298;279;428;1271;2668;3579;3205;1161;1487645;137756;1563608;3189009;18181;38161;1330;18650;0,0552658473;0,0276131138;0,9435938936;SE39;2020-09-20;2020-09-26;;;;;10876;5061;161
2020-09-27;0;00. Nacional;19458310;39405;888;1233;457901;431704;12641;13556;616;1923;2537;486;2051;135;986;895;596;888;637;54;72;176;296;290;281;429;1281;2672;3592;3220;1166;1506472;137756;1584186;3228414;18827;39405;0;20578;0,0488009136;0,027606404;0,9427889435;SE40;2020-09-27;2020-10-03;;;;;10791;5429;160
2020-09-28;0;00. Nacional;19458310;37473;884;1112;459671;433016;12698;13957;601;1770;2529;485;2044;136;994;890;604;884;645;50;74;175;287;298;281;430;1283;2687;3606;3241;1170;1525015;140625;1600247;3265887;18543;37473;2869;16061;0,0472340085;0,0276241051;0,9420128744;SE40;2020-09-27;2020-10-03;;;;;10862;5705;160
2020-09-29;0;00. Nacional;19458310;28919;865;1036;461300;434794;12725;13781;552;1622;2527;497;2030;112;1017;899;603;865;637;48;71;169;282;295;281;431;1286;2695;3609;3248;1175;1538745;141568;1614493;3294806;13730;28919;943;14246;0,0560876932;0,0275850856;0,942540646;SE40;2020-09-27;2020-10-03;;;;;10862;5504;160
2020-09-30;0;00. Nacional;19458310;27509;849;1185;462991;436589;12741;13661;449;1684;2520;0;20670;116;1043;897;586;849;630;46;69;163;287;284;281;432;1287;2699;3613;3250;1179;1550648;142333;1629334;3322315;11903;27509;765;14841;0,0612163292;0,0275188935;0,9429751334;SE40;2020-09-27;2020-10-03;;;;;10679;5568;158
2020-10-01;0;00. Nacional;19458310;33533;849;1198;464750;438148;12822;13780;511;1760;2526;495;2031;121;1034;889;558;849;633;45;66;162;278;298;284;435;1296;2710;3645;3264;1188;1566162;142665;1647021;3355848;15514;33533;332;17687;0,0524856112;0,0275890264;0,942760624;SE40;2020-09-27;2020-10-03;;;;;10481;5647;155
2020-10-02;0;00. Nacional;19458310;38674;868;1208;466590;439607;12867;14116;585;1839;2513;486;2027;122;1029;868;561;868;660;47;67;168;287;299;287;437;1300;2717;3655;3277;1194;1584668;143739;1666115;3394522;18506;38674;1074;19094;0,0475513265;0,0275766733;0,942169785;SE40;2020-09-27;2020-10-03;;;;;10340;5751;152
2020-10-03;0;00. Nacional;19458310;35698;849;1184;468471;440881;12919;14671;605;1880;2508;455;2053;126;1014;870;548;849;639;47;68;168;275;291;288;439;1308;2726;3671;3287;1200;1601190;144917;1684113;3430220;16522;35698;1178;17998;0,0526640148;0,0275769471;0,9411062798;SE40;2020-09-27;2020-10-03;;;;;10440;5795;152
2020-10-04;0;00. Nacional;19458310;36333;856;1016;470179;442070;12979;15130;630;1708;2505;459;2046;121;1029;868;561;856;638;45;67;173;280;291;289;439;1314;2737;3686;3307;1207;1618928;145849;1701776;3466553;17738;36333;932;17663;0,0470096056;0,0276043805;0,9402163857;SE41;2020-10-04;2020-10-10;;;;;10540;6292;152
2020-10-05;0;00. Nacional;19458310;36198;853;984;471746;443453;13037;15256;481;1567;2498;471;2027;119;962;816;543;853;648;44;65;176;272;296;291;442;1319;2747;3705;3324;1209;1635505;146565;1720681;3502751;16577;36198;716;18905;0,0432896845;0,0276356344;0,9400249287;SE41;2020-10-04;2020-10-10;;;;;10540;6071;152
2020-10-06;0;00. Nacional;19458310;26316;847;1019;473306;445418;13070;14818;500;1554;2507;483;2024;113;967;832;549;847;645;48;63;173;271;292;292;443;1321;2754;3715;3329;1216;1648228;147161;1733678;3529067;12723;26316;596;12997;0,0590515276;0,0276142707;0,9410782876;SE41;2020-10-04;2020-10-10;;;;;10554;5916;152
2020-10-07;0;00. Nacional;19458310;19706;818;803;474440;447053;13090;14297;309;1131;2472;441;2031;96;909;806;550;818;622;48;55;172;263;280;293;444;1322;2759;3719;3334;1219;1657749;147530;1743494;3548773;9521;19706;369;9816;0,0573936872;0,0275904224;0,9422751033;SE41;2020-10-04;2020-10-10;;;;;10440;5679;152
2020-10-08;0;00. Nacional;19458310;32954;812;1104;476016;448710;13167;14139;440;1575;2467;414;2053;99;921;819;559;812;610;47;51;175;259;280;293;446;1328;2780;3736;3359;1225;1672841;149051;1759835;3581727;15092;32954;1521;16341;0,0477938945;0,0276608349;0,942636382;SE41;2020-10-04;2020-10-10;;;;;10343;5695;149
2020-10-09;0;00. Nacional;19458310;36292;821;1228;477769;450297;13220;14252;492;1750;2445;423;2022;89;871;833;548;821;617;49;55;174;268;275;295;446;1335;2787;3749;3378;1230;1689896;149949;1778174;3618019;17055;36292;898;18339;0,0482199934;0,0276702758;0,9424994087;SE41;2020-10-04;2020-10-10;;;;;10337;5507;148
2020-10-10;0;00. Nacional;19458310;36022;817;1200;479595;452054;13272;14269;581;1824;2429;413;2016;95;871;861;546;817;609;47;50;169;273;278;297;447;1343;2798;3763;3388;1236;1707125;151041;1795875;3654041;17229;36022;1092;17701;0,0506357226;0,0276733494;0,9425744639;SE41;2020-10-04;2020-10-10;;;;;10392;5553;149
2020-10-11;0;00. Nacional;19458310;39211;791;1132;481371;453352;13318;14701;562;1776;2370;396;1974;92;842;853;523;791;610;45;52;167;263;264;298;449;1348;2805;3776;3400;1242;1725237;151942;1816073;3693252;18112;39211;901;20198;0,0452934126;0,02766681;0,9417933361;SE42;2020-10-11;2020-10-17;;;;;10392;6335;149
2020-10-12;0;00. Nacional;19458310;35907;785;941;482888;454484;13379;15025;525;1517;2364;371;1993;88;856;867;522;785;611;48;51;169;262;255;300;451;1355;2818;3792;3415;1248;1742216;152730;1834213;3729159;16979;35907;788;18140;0,0422480296;0,0277062176;0,9411789069;SE42;2020-10-11;2020-10-17;;;;;10392;5569;149
