"N...Region";"Comuna";"Region";"Comuna.1";"Poblacion";"Casos.Nuevos";"Contactos.Nuevos";"X.";"SE"
10;"Dalcahue";"Los Lagos";"Dalcahue";15069;"14";"32";"2.3";82
13;"Providencia";"Metropolitana";"Providencia";157749;"124";"280";"2.3";82
13;"Penaflor";"Metropolitana";"Penaflor";101058;"50";"112";"2.2";82
11;"Coyhaique";"Aisen";"Coyhaique";61210;"17";"38";"2.2";82
13;"El Bosque";"Metropolitana";"El Bosque";172000;"129";"286";"2.2";82
13;"Colina";"Metropolitana";"Colina";180353;"107";"237";"2.2";82
6;"Machali";"Del Libertador General Bernardo OHiggins";"Machali";59913;"14";"31";"2.2";82
13;"San Bernardo";"Metropolitana";"San Bernardo";334836;"209";"458";"2.2";82
6;"Rengo";"Del Libertador General Bernardo OHiggins";"Rengo";63710;"27";"59";"2.2";82
9;"Loncoche";"La Araucania";"Loncoche";24739;"11";"24";"2.2";82
10;"San Pablo";"Los Lagos";"San Pablo";10553;"6";"13";"2.2";82
8;"Los Alamos";"Biobio";"Los Alamos";22524;"19";"41";"2.2";82
14;"La Union";"Los Rios";"La Union";39538;"58";"125";"2.2";82
13;"Lo Prado";"Metropolitana";"Lo Prado";104403;"140";"301";"2.2";82
13;"La Reina";"Metropolitana";"La Reina";100252;"69";"145";"2.1";82
13;"San Ramon";"Metropolitana";"San Ramon";86510;"50";"105";"2.1";82
3;"Tierra Amarilla";"Atacama";"Tierra Amarilla";14312;"24";"50";"2.1";82
13;"San Miguel";"Metropolitana";"San Miguel";133059;"84";"173";"2.1";82
10;"Puerto Varas";"Los Lagos";"Puerto Varas";48620;"37";"76";"2.1";82
6;"Santa Cruz";"Del Libertador General Bernardo OHiggins";"Santa Cruz";41096;"20";"41";"2.1";82
10;"Rio Negro";"Los Lagos";"Rio Negro";14275;"23";"47";"2";82
5;"Calle Larga";"Valparaiso";"Calle Larga";16482;"2";"4";"2";82
13;"San Pedro";"Metropolitana";"San Pedro";11953;"6";"12";"2";82
8;"Florida";"Biobio";"Florida";11841;"5";"10";"2";82
7;"Hualane";"Maule";"Hualane";10222;"4";"8";"2";82
6;"Placilla";"Del Libertador General Bernardo OHiggins";"Placilla";9164;"1";"2";"2";82
10;"San Juan de la Costa";"Los Lagos";"San Juan de la Costa";7639;"2";"4";"2";82
7;"Licanten";"Maule";"Licanten";6989;"1";"2";"2";82
1;"Pica";"Tarapaca";"Pica";5958;"5";"10";"2";82
16;"Ninhue";"Nuble";"Ninhue";5414;"2";"4";"2";82
13;"Cerro Navia";"Metropolitana";"Cerro Navia";142465;"117";"230";"2";82
13;"El Monte";"Metropolitana";"El Monte";40014;"24";"47";"2";82
13;"La Pintana";"Metropolitana";"La Pintana";189335;"193";"377";"2";82
3;"Diego de Almagro";"Atacama";"Diego de Almagro";14358;"16";"31";"1.9";82
6;"Pichilemu";"Del Libertador General Bernardo OHiggins";"Pichilemu";17882;"15";"28";"1.9";82
13;"Puente Alto";"Metropolitana";"Puente Alto";645909;"409";"751";"1.8";82
13;"Pirque";"Metropolitana";"Pirque";30433;"23";"42";"1.8";82
12;"Porvenir";"Magallanes y la Antartica";"Porvenir";7323;"5";"9";"1.8";82
13;"Vitacura";"Metropolitana";"Vitacura";96774;"82";"146";"1.8";82
10;"Maullin";"Los Lagos";"Maullin";14894;"9";"16";"1.8";82
2;"Mejillones";"Antofagasta";"Mejillones";14776;"9";"16";"1.8";82
2;"Tocopilla";"Antofagasta";"Tocopilla";28079;"8";"14";"1.8";82
11;"Chile Chico";"Aisen";"Chile Chico";5121;"4";"7";"1.8";82
7;"Retiro";"Maule";"Retiro";21071;"7";"12";"1.7";82
5;"Rinconada";"Valparaiso";"Rinconada";11263;"10";"17";"1.7";82
5;"Llaillay";"Valparaiso";"Llaillay";26533;"53";"88";"1.7";82
14;"Corral";"Los Rios";"Corral";5447;"11";"18";"1.6";82
16;"San Ignacio";"Nuble";"San Ignacio";16624;"12";"19";"1.6";82
9;"Renaico";"La Araucania";"Renaico";10833;"2";"3";"1.5";82
6;"Marchihue";"Del Libertador General Bernardo OHiggins";"Marchihue";7632;"4";"6";"1.5";82
6;"La Estrella";"Del Libertador General Bernardo OHiggins";"La Estrella";3114;"4";"6";"1.5";82
7;"Villa Alegre";"Maule";"Villa Alegre";17512;"19";"28";"1.5";82
13;"Calera de Tango";"Metropolitana";"Calera de Tango";28525;"16";"22";"1.4";82
6;"Palmilla";"Del Libertador General Bernardo OHiggins";"Palmilla";13299;"3";"4";"1.3";82
6;"Navidad";"Del Libertador General Bernardo OHiggins";"Navidad";6904;"8";"10";"1.3";82
10;"Futaleufu";"Los Lagos";"Futaleufu";2806;"2";"2";"1";82
1;"Huara";"Tarapaca";"Huara";3000;"5";"3";"0.6";82
6;"Coltauco";"Del Libertador General Bernardo OHiggins";"Coltauco";21263;"7";"4";"0.6";82
16;"Pemuco";"Nuble";"Pemuco";8639;"2";"1";"0.5";82
5;"Algarrobo";"Valparaiso";"Algarrobo";15174;"13";"6";"0.5";82
16;"Yungay";"Nuble";"Yungay";18596;"-";"20";NA;82
16;"Coelemu";"Nuble";"Coelemu";16845;"-";"5";NA;82
7;"Romeral";"Maule";"Romeral";16170;"1";"-";NA;82
6;"Peumo";"Del Libertador General Bernardo OHiggins";"Peumo";14952;"-";"-";NA;82
6;"Malloa";"Del Libertador General Bernardo OHiggins";"Malloa";14163;"-";"3";NA;82
16;"Quirihue";"Nuble";"Quirihue";12192;"-";"-";NA;82
10;"Quemchi";"Los Lagos";"Quemchi";8783;"-";"1";NA;82
7;"Pencahue";"Maule";"Pencahue";8601;"-";"2";NA;82
10;"Quinchao";"Los Lagos";"Quinchao";8298;"-";"5";NA;82
5;"Isla de Pascua";"Valparaiso";"Isla de Pascua";8277;"-";"-";NA;82
5;"Zapallar";"Valparaiso";"Zapallar";7994;"-";"1";NA;82
6;"Lolol";"Del Libertador General Bernardo OHiggins";"Lolol";7289;"-";"1";NA;82
2;"Maria Elena";"Antofagasta";"Maria Elena";6814;"-";"-";NA;82
16;"Ranquil";"Nuble";"Ranquil";6261;"2";"-";NA;82
16;"Cobquecura";"Nuble";"Cobquecura";5275;"-";"1";NA;82
10;"Chaiten";"Los Lagos";"Chaiten";5020;"-";"-";NA;82
4;"La Higuera";"Coquimbo";"La Higuera";4450;"-";"6";NA;82
7;"Vichuquen";"Maule";"Vichuquen";4381;"-";"-";NA;82
4;"Rio Hurtado";"Coquimbo";"Rio Hurtado";4372;"-";"1";NA;82
8;"Antuco";"Biobio";"Antuco";4306;"-";"-";NA;82
10;"Curaco de Velez";"Los Lagos";"Curaco de Velez";4066;"-";"-";NA;82
10;"Cochamo";"Los Lagos";"Cochamo";4006;"-";"-";NA;82
11;"Cochrane";"Aisen";"Cochrane";3685;"-";"3";NA;82
11;"Rio Ibanez";"Aisen";"Rio Ibanez";2699;"1";"-";NA;82
15;"Putre";"Arica y Parinacota";"Putre";2515;"-";"-";NA;82
12;"Cabo de Hornos";"Magallanes y la Antartica";"Cabo de Hornos";1983;"-";"-";NA;82
2;"Sierra Gorda";"Antofagasta";"Sierra Gorda";1746;"-";"-";NA;82
11;"Guaitecas";"Aisen";"Guaitecas";1599;"-";"-";NA;82
1;"Colchane";"Tarapaca";"Colchane";1583;"-";"-";NA;82
1;"Camina";"Tarapaca";"Camina";1375;"-";"-";NA;82
15;"Camarones";"Arica y Parinacota";"Camarones";1233;"-";"-";NA;82
5;"Juan Fernandez";"Valparaiso";"Juan Fernandez";1033;"-";"-";NA;82
12;"Torres del Paine";"Magallanes y la Antartica";"Torres del Paine";1021;"-";"-";NA;82
11;"Lago Verde";"Aisen";"Lago Verde";920;"-";"-";NA;82
15;"General Lagos";"Arica y Parinacota";"General Lagos";810;"-";"-";NA;82
12;"Primavera";"Magallanes y la Antartica";"Primavera";694;"-";"-";NA;82
12;"San Gregorio";"Magallanes y la Antartica";"San Gregorio";681;"-";"-";NA;82
11;"O'Higgins";"Aisen";"O'Higgins";661;"-";"-";NA;82
11;"Tortel";"Aisen";"Tortel";572;"-";"-";NA;82
2;"Ollagüe";"Antofagasta";"Ollagüe";287;"-";"-";NA;82
12;"Timaukel";"Magallanes y la Antartica";"Timaukel";282;"-";"-";NA;82
12;"Laguna Blanca";"Magallanes y la Antartica";"Laguna Blanca";264;"-";"-";NA;82
12;"Rio Verde";"Magallanes y la Antartica";"Rio Verde";211;"-";"-";NA;82
12;"Antartica";"Magallanes y la Antartica";"Antartica";137;"-";"-";NA;82
6;"Pichilemu";"Del Libertador General Bernardo OHiggins";"Pichilemu";17882;"1";"15";"15";81
7;"Yerbas Buenas";"Maule";"Yerbas Buenas";19200;"10";"145";"14.5";81
6;"Paredones";"Del Libertador General Bernardo OHiggins";"Paredones";6349;"3";"29";"9.7";81
8;"Negrete";"Biobio";"Negrete";10429;"3";"24";"8";81
9;"Renaico";"La Araucania";"Renaico";10833;"2";"16";"8";81
8;"Hualqui";"Biobio";"Hualqui";26201;"19";"150";"7.9";81
5;"Algarrobo";"Valparaiso";"Algarrobo";15174;"9";"70";"7.8";81
9;"Freire";"La Araucania";"Freire";25446;"6";"46";"7.7";81
8;"Tucapel";"Biobio";"Tucapel";15205;"9";"68";"7.6";81
7;"San Javier";"Maule";"San Javier";49451;"43";"324";"7.5";81
7;"Linares";"Maule";"Linares";101073;"180";"1260";"7";81
9;"Curacautin";"La Araucania";"Curacautin";18178;"7";"49";"7";81
9;"Cunco";"La Araucania";"Cunco";18055;"7";"48";"6.9";81
4;"Rio Hurtado";"Coquimbo";"Rio Hurtado";4372;"3";"20";"6.7";81
5;"Calle Larga";"Valparaiso";"Calle Larga";16482;"2";"13";"6.5";81
16;"Coihueco";"Nuble";"Coihueco";28375;"5";"32";"6.4";81
7;"Longavi";"Maule";"Longavi";32810;"17";"106";"6.2";81
8;"Cabrero";"Biobio";"Cabrero";30725;"15";"92";"6.1";81
4;"Illapel";"Coquimbo";"Illapel";32801;"10";"60";"6";81
5;"Casablanca";"Valparaiso";"Casablanca";29170;"13";"78";"6";81
5;"Papudo";"Valparaiso";"Papudo";6201;"5";"30";"6";81
6;"Coltauco";"Del Libertador General Bernardo OHiggins";"Coltauco";21263;"2";"12";"6";81
8;"Curanilahue";"Biobio";"Curanilahue";33892;"22";"129";"5.9";81
10;"Futaleufu";"Los Lagos";"Futaleufu";2806;"6";"35";"5.8";81
8;"Laja";"Biobio";"Laja";23873;"4";"23";"5.8";81
4;"Canela";"Coquimbo";"Canela";9546;"13";"73";"5.6";81
5;"Limache";"Valparaiso";"Limache";49931;"5";"28";"5.6";81
6;"Chimbarongo";"Del Libertador General Bernardo OHiggins";"Chimbarongo";37696;"10";"56";"5.6";81
8;"Arauco";"Biobio";"Arauco";38679;"48";"267";"5.6";81
9;"Cholchol";"La Araucania";"Cholchol";12341;"9";"50";"5.6";81
8;"Canete";"Biobio";"Canete";37003;"19";"105";"5.5";81
16;"Bulnes";"Nuble";"Bulnes";22607;"6";"33";"5.5";81
4;"Coquimbo";"Coquimbo";"Coquimbo";256735;"153";"834";"5.5";81
8;"Tirua";"Biobio";"Tirua";11019;"27";"147";"5.4";81
7;"Molina";"Maule";"Molina";49800;"7";"38";"5.4";81
9;"Pitrufquen";"La Araucania";"Pitrufquen";26096;"26";"141";"5.4";81
5;"Putaendo";"Valparaiso";"Putaendo";17645;"10";"54";"5.4";81
2;"Calama";"Antofagasta";"Calama";190336;"88";"475";"5.4";81
9;"Collipulli";"La Araucania";"Collipulli";26148;"8";"43";"5.4";81
6;"Chepica";"Del Libertador General Bernardo OHiggins";"Chepica";15925;"6";"32";"5.3";81
9;"Loncoche";"La Araucania";"Loncoche";24739;"18";"95";"5.3";81
8;"Hualpen";"Biobio";"Hualpen";97273;"101";"532";"5.3";81
3;"Freirina";"Atacama";"Freirina";7681;"8";"42";"5.3";81
4;"Combarbala";"Coquimbo";"Combarbala";13884;"13";"68";"5.2";81
10;"Llanquihue";"Los Lagos";"Llanquihue";18621;"7";"36";"5.1";81
2;"Mejillones";"Antofagasta";"Mejillones";14776;"9";"46";"5.1";81
5;"Calera";"Valparaiso";"Calera";53591;"18";"91";"5.1";81
4;"Salamanca";"Coquimbo";"Salamanca";29110;"13";"65";"5";81
5;"Olmue";"Valparaiso";"Olmue";19266;"11";"55";"5";81
6;"Litueche";"Del Libertador General Bernardo OHiggins";"Litueche";6765;"3";"15";"5";81
6;"Placilla";"Del Libertador General Bernardo OHiggins";"Placilla";9164;"1";"5";"5";81
16;"Treguaco";"Nuble";"Treguaco";5696;"2";"10";"5";81
8;"Chiguayante";"Biobio";"Chiguayante";91180;"43";"215";"5";81
10;"Quinchao";"Los Lagos";"Quinchao";8298;"1";"5";"5";81
12;"Punta Arenas";"Magallanes y la Antartica";"Punta Arenas";141984;"25";"124";"4.96";81
9;"Lonquimay";"La Araucania";"Lonquimay";11049;"30";"147";"4.9";81
16;"El Carmen";"Nuble";"El Carmen";12334;"9";"44";"4.9";81
4;"Monte Patria";"Coquimbo";"Monte Patria";32527;"23";"112";"4.9";81
9;"Traiguen";"La Araucania";"Traiguen";19314;"14";"68";"4.9";81
5;"Cabildo";"Valparaiso";"Cabildo";20663;"13";"63";"4.8";81
6;"Santa Cruz";"Del Libertador General Bernardo OHiggins";"Santa Cruz";41096;"6";"29";"4.8";81
8;"Tome";"Biobio";"Tome";58729;"42";"202";"4.8";81
16;"San Ignacio";"Nuble";"San Ignacio";16624;"5";"24";"4.8";81
9;"Gorbea";"La Araucania";"Gorbea";15148;"24";"115";"4.8";81
8;"Contulmo";"Biobio";"Contulmo";6330;"18";"86";"4.8";81
8;"San Pedro de la Paz";"Biobio";"San Pedro de la Paz";145906;"69";"328";"4.8";81
7;"Romeral";"Maule";"Romeral";16170;"4";"19";"4.8";81
7;"Rauco";"Maule";"Rauco";11248;"10";"47";"4.7";81
6;"Rengo";"Del Libertador General Bernardo OHiggins";"Rengo";63710;"13";"61";"4.7";81
4;"La Serena";"Coquimbo";"La Serena";249656;"149";"698";"4.7";81
8;"Los Alamos";"Biobio";"Los Alamos";22524;"25";"117";"4.7";81
13;"Lo Barnechea";"Metropolitana";"Lo Barnechea";124076;"62";"289";"4.7";81
10;"Quellon";"Los Lagos";"Quellon";29309;"19";"88";"4.6";81
9;"Curarrehue";"La Araucania";"Curarrehue";7802;"8";"37";"4.6";81
5;"Hijuelas";"Valparaiso";"Hijuelas";19099;"5";"23";"4.6";81
8;"Penco";"Biobio";"Penco";49865;"44";"201";"4.6";81
9;"Victoria";"La Araucania";"Victoria";35467;"15";"68";"4.5";81
5;"Zapallar";"Valparaiso";"Zapallar";7994;"4";"18";"4.5";81
6;"Peralillo";"Del Libertador General Bernardo OHiggins";"Peralillo";11848;"4";"18";"4.5";81
2;"Antofagasta";"Antofagasta";"Antofagasta";425725;"139";"623";"4.5";81
8;"Talcahuano";"Biobio";"Talcahuano";158345;"129";"572";"4.4";81
9;"Lautaro";"La Araucania";"Lautaro";40746;"22";"97";"4.4";81
6;"Mostazal";"Del Libertador General Bernardo OHiggins";"Mostazal";27462;"15";"65";"4.3";81
6;"Navidad";"Del Libertador General Bernardo OHiggins";"Navidad";6904;"3";"13";"4.3";81
7;"Hualane";"Maule";"Hualane";10222;"3";"13";"4.3";81
8;"Alto Biobio";"Biobio";"Alto Biobio";6775;"3";"13";"4.3";81
8;"Lota";"Biobio";"Lota";45750;"30";"130";"4.3";81
4;"Ovalle";"Coquimbo";"Ovalle";121269;"81";"345";"4.3";81
4;"Los Vilos";"Coquimbo";"Los Vilos";23374;"4";"17";"4.3";81
16;"Quirihue";"Nuble";"Quirihue";12192;"4";"17";"4.3";81
9;"Angol";"La Araucania";"Angol";56058;"16";"68";"4.3";81
9;"Carahue";"La Araucania";"Carahue";25486;"16";"68";"4.3";81
9;"Nueva Imperial";"La Araucania";"Nueva Imperial";33777;"29";"123";"4.2";81
3;"Caldera";"Atacama";"Caldera";19426;"27";"114";"4.2";81
9;"Puren";"La Araucania";"Puren";12188;"23";"97";"4.2";81
9;"Vilcun";"La Araucania";"Vilcun";30766;"23";"97";"4.2";81
16;"Pinto";"Nuble";"Pinto";11880;"6";"25";"4.2";81
9;"Melipeuco";"La Araucania";"Melipeuco";6265;"12";"50";"4.2";81
7;"Maule";"Maule";"Maule";60000;"13";"54";"4.2";81
7;"Sagrada Familia";"Maule";"Sagrada Familia";19469;"19";"77";"4.1";81
5;"Llaillay";"Valparaiso";"Llaillay";26533;"52";"209";"4";81
9;"Temuco";"La Araucania";"Temuco";302931;"191";"766";"4";81
13;"Talagante";"Metropolitana";"Talagante";81838;"15";"60";"4";81
6;"Requinoa";"Del Libertador General Bernardo OHiggins";"Requinoa";30371;"3";"12";"4";81
16;"Ranquil";"Nuble";"Ranquil";6261;"1";"4";"4";81
9;"Teodoro Schmidt";"La Araucania";"Teodoro Schmidt";15786;"48";"192";"4";81
9;"Villarrica";"La Araucania";"Villarrica";59103;"85";"340";"4";81
10;"Palena";"Los Lagos";"Palena";1827;"1";"4";"4";81
7;"Talca";"Maule";"Talca";236724;"136";"542";"4";81
5;"Concon";"Valparaiso";"Concon";45889;"16";"63";"3.9";81
8;"Nacimiento";"Biobio";"Nacimiento";27944;"16";"63";"3.9";81
14;"Lanco";"Los Rios";"Lanco";17652;"27";"106";"3.9";81
8;"Concepcion";"Biobio";"Concepcion";238092;"174";"682";"3.9";81
11;"Coyhaique";"Aisen";"Coyhaique";61210;"23";"90";"3.9";81
1;"Iquique";"Tarapaca";"Iquique";223463;"124";"485";"3.9";81
7;"Curico";"Maule";"Curico";163626;"69";"268";"3.9";81
16;"Yungay";"Nuble";"Yungay";18596;"14";"54";"3.9";81
5;"La Cruz";"Valparaiso";"La Cruz";25321;"27";"103";"3.8";81
9;"Tolten";"La Araucania";"Tolten";10055;"21";"80";"3.8";81
13;"San Jose de Maipo";"Metropolitana";"San Jose de Maipo";18644;"5";"19";"3.8";81
8;"Los Angeles";"Biobio";"Los Angeles";218515;"91";"344";"3.8";81
6;"San Fernando";"Del Libertador General Bernardo OHiggins";"San Fernando";78642;"18";"68";"3.8";81
5;"Valparaiso";"Valparaiso";"Valparaiso";315732;"207";"777";"3.8";81
12;"Natales";"Magallanes y la Antartica";"Natales";23782;"8";"30";"3.75";81
5;"Puchuncavi";"Valparaiso";"Puchuncavi";20071;"15";"56";"3.7";81
5;"San Esteban";"Valparaiso";"San Esteban";20643;"11";"41";"3.7";81
10;"Queilen";"Los Lagos";"Queilen";5543;"7";"26";"3.7";81
7;"Villa Alegre";"Maule";"Villa Alegre";17512;"20";"74";"3.7";81
8;"Coronel";"Biobio";"Coronel";125829;"108";"399";"3.7";81
7;"Pelluhue";"Maule";"Pelluhue";8092;"3";"11";"3.7";81
7;"Retiro";"Maule";"Retiro";21071;"15";"55";"3.7";81
9;"Lumaco";"La Araucania";"Lumaco";10050;"15";"55";"3.7";81
10;"Castro";"Los Lagos";"Castro";47607;"29";"105";"3.6";81
3;"Vallenar";"Atacama";"Vallenar";57009;"48";"173";"3.6";81
5;"Nogales";"Valparaiso";"Nogales";23490;"15";"54";"3.6";81
14;"Lago Ranco";"Los Rios";"Lago Ranco";10292;"30";"108";"3.6";81
5;"Villa Alemana";"Valparaiso";"Villa Alemana";139310;"97";"348";"3.6";81
5;"Santa Maria";"Valparaiso";"Santa Maria";16367;"11";"39";"3.5";81
4;"Vicuna";"Coquimbo";"Vicuna";29741;"41";"145";"3.5";81
16;"San Nicolas";"Nuble";"San Nicolas";12172;"15";"53";"3.5";81
7;"Constitucion";"Maule";"Constitucion";50348;"37";"130";"3.5";81
7;"Empedrado";"Maule";"Empedrado";4206;"2";"7";"3.5";81
8;"Quilleco";"Biobio";"Quilleco";10032;"4";"14";"3.5";81
15;"Arica";"Arica y Parinacota";"Arica";247552;"194";"678";"3.5";81
16;"San Carlos";"Nuble";"San Carlos";56252;"45";"157";"3.5";81
4;"Punitaqui";"Coquimbo";"Punitaqui";12165;"15";"52";"3.5";81
5;"Los Andes";"Valparaiso";"Los Andes";68093;"38";"131";"3.4";81
5;"San Antonio";"Valparaiso";"San Antonio";96761;"84";"289";"3.4";81
9;"Padre Las Casas";"La Araucania";"Padre Las Casas";82110;"68";"232";"3.4";81
3;"Alto del Carmen";"Atacama";"Alto del Carmen";5729;"5";"17";"3.4";81
11;"Aisen";"Aisen";"Aisen";25002;"21";"71";"3.4";81
5;"Quillota";"Valparaiso";"Quillota";97572;"66";"223";"3.4";81
13;"La Granja";"Metropolitana";"La Granja";122557;"98";"331";"3.4";81
8;"Lebu";"Biobio";"Lebu";27100;"24";"81";"3.4";81
5;"Vina del Mar";"Valparaiso";"Vina del Mar";361371;"281";"940";"3.3";81
2;"San Pedro de Atacama";"Antofagasta";"San Pedro de Atacama";10434;"18";"60";"3.3";81
9;"Saavedra";"La Araucania";"Saavedra";12793;"9";"30";"3.3";81
14;"Mafil";"Los Rios";"Mafil";7389;"3";"10";"3.3";81
NA;"";"";"";NA;"5207";"22790";"4.38";81
13;"Quilicura";"Metropolitana";"Quilicura";254694;"124";"406";"3.3";81
5;"Catemu";"Valparaiso";"Catemu";15213;"15";"49";"3.3";81
2;"Taltal";"Antofagasta";"Taltal";13657;"4";"13";"3.3";81
10;"Puerto Octay";"Los Lagos";"Puerto Octay";9192;"4";"13";"3.3";81
9;"Pucon";"La Araucania";"Pucon";29782;"43";"139";"3.2";81
16;"Quillon";"Nuble";"Quillon";18777;"9";"29";"3.2";81
5;"Quintero";"Valparaiso";"Quintero";36135;"19";"61";"3.2";81
13;"Huechuraba";"Metropolitana";"Huechuraba";112528;"79";"251";"3.2";81
14;"Futrono";"Los Rios";"Futrono";15261;"65";"205";"3.2";81
9;"Galvarino";"La Araucania";"Galvarino";12633;"7";"22";"3.1";81
13;"Padre Hurtado";"Metropolitana";"Padre Hurtado";74188;"37";"116";"3.1";81
10;"Ancud";"Los Lagos";"Ancud";42458;"19";"59";"3.1";81
13;"Recoleta";"Metropolitana";"Recoleta";190075;"106";"326";"3.1";81
13;"Isla de Maipo";"Metropolitana";"Isla de Maipo";40171;"28";"86";"3.1";81
14;"Valdivia";"Los Rios";"Valdivia";176774;"182";"559";"3.1";81
13;"Macul";"Metropolitana";"Macul";134635;"68";"206";"3";81
13;"San Bernardo";"Metropolitana";"San Bernardo";334836;"187";"564";"3";81
5;"El Quisco";"Valparaiso";"El Quisco";17742;"6";"18";"3";81
5;"Panquehue";"Valparaiso";"Panquehue";7633;"2";"6";"3";81
5;"Quilpue";"Valparaiso";"Quilpue";167085;"104";"312";"3";81
6;"Machali";"Del Libertador General Bernardo OHiggins";"Machali";59913;"12";"36";"3";81
7;"Chanco";"Maule";"Chanco";9331;"5";"15";"3";81
7;"Pelarco";"Maule";"Pelarco";9083;"1";"3";"3";81
7;"Vichuquen";"Maule";"Vichuquen";4381;"1";"3";"3";81
16;"Cobquecura";"Nuble";"Cobquecura";5275;"2";"6";"3";81
9;"Los Sauces";"La Araucania";"Los Sauces";7517;"4";"12";"3";81
10;"Curaco de Velez";"Los Lagos";"Curaco de Velez";4066;"1";"3";"3";81
10;"Quemchi";"Los Lagos";"Quemchi";8783;"1";"3";"3";81
13;"Lampa";"Metropolitana";"Lampa";126898;"60";"179";"3";81
13;"Lo Espejo";"Metropolitana";"Lo Espejo";103865;"52";"155";"3";81
5;"La Ligua";"Valparaiso";"La Ligua";37739;"46";"137";"3";81
5;"Santo Domingo";"Valparaiso";"Santo Domingo";11934;"32";"95";"3";81
10;"Puerto Montt";"Los Lagos";"Puerto Montt";269398;"125";"370";"3";81
10;"Purranque";"Los Lagos";"Purranque";21080;"24";"70";"2.9";81
1;"Alto Hospicio";"Tarapaca";"Alto Hospicio";129999;"66";"191";"2.9";81
13;"Vitacura";"Metropolitana";"Vitacura";96774;"73";"211";"2.9";81
13;"La Florida";"Metropolitana";"La Florida";402433;"295";"851";"2.9";81
7;"Parral";"Maule";"Parral";44544;"41";"118";"2.9";81
16;"niquen";"Nuble";"niquen";11567;"8";"23";"2.9";81
13;"Pudahuel";"Metropolitana";"Pudahuel";253139;"164";"471";"2.9";81
1;"Pozo Almonte";"Tarapaca";"Pozo Almonte";17395;"7";"20";"2.9";81
5;"Rinconada";"Valparaiso";"Rinconada";11263;"14";"40";"2.9";81
6;"Las Cabras";"Del Libertador General Bernardo OHiggins";"Las Cabras";26749;"28";"80";"2.9";81
7;"Colbun";"Maule";"Colbun";22565;"28";"80";"2.9";81
13;"Maria Pinto";"Metropolitana";"Maria Pinto";14926;"20";"57";"2.9";81
13;"Buin";"Metropolitana";"Buin";109641;"80";"227";"2.8";81
13;"La Pintana";"Metropolitana";"La Pintana";189335;"166";"469";"2.8";81
13;"Conchali";"Metropolitana";"Conchali";139195;"89";"251";"2.8";81
6;"Rancagua";"Del Libertador General Bernardo OHiggins";"Rancagua";265211;"133";"375";"2.8";81
6;"Olivar";"Del Libertador General Bernardo OHiggins";"Olivar";14624;"5";"14";"2.8";81
16;"Chillan";"Nuble";"Chillan";198624;"113";"316";"2.8";81
13;"La Cisterna";"Metropolitana";"La Cisterna";100434;"47";"131";"2.8";81
16;"Chillan Viejo";"Nuble";"Chillan Viejo";33827;"28";"78";"2.8";81
14;"Rio Bueno";"Los Rios";"Rio Bueno";32925;"36";"99";"2.8";81
13;"San Joaquin";"Metropolitana";"San Joaquin";103485;"70";"191";"2.7";81
13;"Quinta Normal";"Metropolitana";"Quinta Normal";136368;"90";"243";"2.7";81
13;"San Ramon";"Metropolitana";"San Ramon";86510;"50";"135";"2.7";81
13;"Maipu";"Metropolitana";"Maipu";578605;"221";"596";"2.7";81
14;"Panguipulli";"Los Rios";"Panguipulli";35991;"161";"431";"2.7";81
6;"Coinco";"Del Libertador General Bernardo OHiggins";"Coinco";7831;"6";"16";"2.7";81
7;"Licanten";"Maule";"Licanten";6989;"3";"8";"2.7";81
8;"Mulchen";"Biobio";"Mulchen";31041;"15";"40";"2.7";81
8;"San Rosendo";"Biobio";"San Rosendo";3611;"3";"8";"2.7";81
8;"Santa Juana";"Biobio";"Santa Juana";14779;"3";"8";"2.7";81
10;"Puqueldon";"Los Lagos";"Puqueldon";4201;"3";"8";"2.7";81
7;"San Clemente";"Maule";"San Clemente";46292;"29";"77";"2.7";81
14;"Los Lagos";"Los Rios";"Los Lagos";20518;"43";"114";"2.7";81
14;"Corral";"Los Rios";"Corral";5447;"5";"13";"2.6";81
13;"El Bosque";"Metropolitana";"El Bosque";172000;"140";"361";"2.6";81
10;"Puerto Varas";"Los Lagos";"Puerto Varas";48620;"34";"87";"2.6";81
13;"Colina";"Metropolitana";"Colina";180353;"111";"281";"2.5";81
3;"Tierra Amarilla";"Atacama";"Tierra Amarilla";14312;"50";"125";"2.5";81
4;"Paiguano";"Coquimbo";"Paiguano";4675;"4";"10";"2.5";81
13;"Cerrillos";"Metropolitana";"Cerrillos";88956;"50";"125";"2.5";81
6;"Marchihue";"Del Libertador General Bernardo OHiggins";"Marchihue";7632;"2";"5";"2.5";81
8;"Antuco";"Biobio";"Antuco";4306;"2";"5";"2.5";81
8;"Florida";"Biobio";"Florida";11841;"6";"15";"2.5";81
8;"Santa Barbara";"Biobio";"Santa Barbara";14592;"4";"10";"2.5";81
14;"Paillaco";"Los Rios";"Paillaco";20798;"55";"137";"2.5";81
13;"Alhue";"Metropolitana";"Alhue";7405;"19";"47";"2.5";81
6;"Donihue";"Del Libertador General Bernardo OHiggins";"Donihue";22700;"13";"32";"2.5";81
13;"Providencia";"Metropolitana";"Providencia";157749;"150";"369";"2.5";81
13;"Melipilla";"Metropolitana";"Melipilla";141612;"118";"288";"2.4";81
