fch_confirmado;txt_regionregistro;txt_nombreregion;id_region;txt_comuna;id_comuna;cant_poblacionregion;cant_poblacioncomuna;cant_casosconfirmados;cant_casosactivos;cant_defunciones;cant_fallecidos;porc_rcori;porc_dercori;cant_casosrecuperados;txt_cuarentenaactiva;txt_alcancecuarentena;num_cluster;num_mediacasosactivos;num_mediacasosconfirmados;num_mediarinstantaneocori;num_mediatasapositividad
2020-05-25;Atacama;04. Región de Atacama;3;Freirina;3303;314709;7681;1;0;;0;4,7236004378;4,7236004378;1;Sin Cuarentena;Comuna Sin Cuarentena;;0,0;1,0;4,4868130602;13,0191381331
2020-05-25;Atacama;04. Región de Atacama;3;Huasco;3304;314709;11264;1;0;;0;3,281244135;3,281244135;1;Sin Cuarentena;Comuna Sin Cuarentena;;0,0;1,0;2,6559890936;8,8778409091
2020-05-25;Coquimbo;05. Región de Coquimbo;4;La Serena;4101;836096;249656;117;35;3;0;1,8036984673;0,2309399241;82;Sin Cuarentena;Comuna Sin Cuarentena;2;38,0;103,0;1,8519212836;41,2567693146
2020-05-25;Coquimbo;05. Región de Coquimbo;4;Coquimbo;4102;836096;256735;74;9;7;0;1,2147762962;0,2382372323;65;Sin Cuarentena;Comuna Sin Cuarentena;2;10,0;70,5;1,5336439221;27,4602216293
2020-05-25;Coquimbo;05. Región de Coquimbo;4;Andacollo;4103;836096;11791;4;0;1;0;2,0868955615;1,4756580032;4;Sin Cuarentena;Comuna Sin Cuarentena;;0,0;4,0;1,7200356823;33,9241794589
2020-05-25;Coquimbo;05. Región de Coquimbo;4;La Higuera;4104;836096;4450;0;0;;0;5,0;5,0;0;Sin Cuarentena;Comuna Sin Cuarentena;;0,0;0,0;5,0;0,0
2020-05-25;Coquimbo;05. Región de Coquimbo;4;Paiguano;4105;836096;4675;0;0;;0;5,0;5,0;0;Sin Cuarentena;Comuna Sin Cuarentena;;0,0;0,0;5,0;0,0
2020-05-25;Coquimbo;05. Región de Coquimbo;4;Vicuna;4106;836096;29741;12;4;;0;1,3632249669;0,4819728092;8;Sin Cuarentena;Comuna Sin Cuarentena;;3,0;11,0;1,8054019587;36,9859789516
2020-05-25;Coquimbo;05. Región de Coquimbo;4;Illapel;4201;836096;32801;19;0;4;0;3,2896943814;3,2896943814;19;Sin Cuarentena;Comuna Sin Cuarentena;;0,0;19,0;2,6651985363;57,9250632603
2020-05-25;Coquimbo;05. Región de Coquimbo;4;Canela;4202;836096;9546;2;1;;0;2,6620804252;1,8823751207;1;Sin Cuarentena;Comuna Sin Cuarentena;;1,0;2,0;2,4412062501;20,9511837419
2020-05-25;Coquimbo;05. Región de Coquimbo;4;Los Vilos;4203;836096;23374;1;0;;0;4,9990211132;4,9990211132;1;Sin Cuarentena;Comuna Sin Cuarentena;;0,0;1,0;4,9979589001;4,2782578934
2020-05-25;Coquimbo;05. Región de Coquimbo;4;Salamanca;4204;836096;29110;12;1;2;0;0,8979110322;0,5184091762;11;Sin Cuarentena;Comuna Sin Cuarentena;;1,0;11,5;1,0233607691;39,5053246307
2020-05-25;Coquimbo;05. Región de Coquimbo;4;Ovalle;4301;836096;121269;70;23;4;0;1,2334253349;0,2055708892;47;Sin Cuarentena;Comuna Sin Cuarentena;2;23,5;64,5;1,4221973839;53,187541746
2020-05-25;Coquimbo;05. Región de Coquimbo;4;Combarbala;4302;836096;13884;7;3;1;0;1,5143770001;0,6182418214;4;Sin Cuarentena;Comuna Sin Cuarentena;;3,0;6,5;1,6587177127;46,8164794007
2020-05-25;Coquimbo;05. Región de Coquimbo;4;Monte Patria;4303;836096;32527;20;13;1;0;2,5745209211;0,6068204005;7;Sin Cuarentena;Comuna Sin Cuarentena;;13,0;18,5;4,8022085787;56,8758262367
2020-05-25;Coquimbo;05. Región de Coquimbo;4;Punitaqui;4304;836096;12165;11;0;;0;1,1275471233;0,5637735616;11;Sin Cuarentena;Comuna Sin Cuarentena;;0,0;10,5;0,8840837955;86,3131935882
2020-05-25;Coquimbo;05. Región de Coquimbo;4;Rio Hurtado;4305;836096;4372;2;0;;0;0,9152791952;0,9152791952;2;Sin Cuarentena;Comuna Sin Cuarentena;;0,0;2,0;1,5694949485;45,7456541629
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Valparaiso;5101;1960170;315732;412;109;19;0;1,1419808247;0,0908511163;303;Sin Cuarentena;Comuna Sin Cuarentena;2;101,0;383,0;1,2295879749;121,3054109181
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Casablanca;5102;1960170;29170;21;10;1;0;0,8472316457;0,2824105486;11;Sin Cuarentena;Comuna Sin Cuarentena;;10,0;21,0;1,6745541956;71,9917723689
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Concon;5103;1960170;45889;44;8;2;0;1,1831997724;0,2957999431;36;Sin Cuarentena;Comuna Sin Cuarentena;2;10,0;43,5;1,5513150433;94,7939593367
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Juan Fernandez;5104;1960170;1033;0;0;;0;5,0;5,0;0;Sin Cuarentena;Comuna Sin Cuarentena;;0,0;0,0;5,0;0,0
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Puchuncavi;5105;1960170;20071;5;2;;0;4,7973456317;1,9585081529;3;Sin Cuarentena;Comuna Sin Cuarentena;;3,0;4,5;14,8986728159;22,4204075532
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Quintero;5107;1960170;36135;41;10;1;0;1,3260634076;0,3042198098;31;Sin Cuarentena;Comuna Sin Cuarentena;2;9,5;37,0;1,4461741435;102,3938010239
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Vina del Mar;5109;1960170;361371;476;120;28;0;1,2737697587;0,0896221275;356;Sin Cuarentena;Comuna Sin Cuarentena;1;126,0;442,0;1,4846066389;122,3119730139
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Isla de Pascua;5201;1960170;8277;5;0;;0;4,9996781734;4,9996781734;5;Sin Cuarentena;Comuna Sin Cuarentena;;0,0;5,0;4,9993263315;60,4083605171
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Los Andes;5301;1960170;68093;92;50;2;0;2,4701700336;0,3063868845;42;Sin Cuarentena;Comuna Sin Cuarentena;3;46,5;82,0;2,6056014536;120,423538396
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Calle Larga;5302;1960170;16482;23;10;;0;2,2871036517;0,6602299545;13;Sin Cuarentena;Comuna Sin Cuarentena;;9,5;21,5;2,3879430285;130,4453343041
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Rinconada;5303;1960170;11263;18;13;;0;4,9990489738;1,2497622434;5;Sin Cuarentena;Comuna Sin Cuarentena;;10,0;14,0;5,3038648349;124,3008079553
2020-05-25;Valparaíso;06. Región de Valparaíso;5;San Esteban;5304;1960170;20643;17;6;2;0;1,5041968028;0,5013989343;11;Sin Cuarentena;Comuna Sin Cuarentena;;5,0;15,5;1,3795497899;75,0859855641
2020-05-25;Valparaíso;06. Región de Valparaíso;5;La Ligua;5401;1960170;37739;9;6;1;0;3,408684873;1,2883617817;3;Sin Cuarentena;Comuna Sin Cuarentena;3;5,5;8,5;5,6961431615;22,5231193195
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Cabildo;5402;1960170;20663;13;3;;0;1,7984011658;0,6797317489;10;Sin Cuarentena;Comuna Sin Cuarentena;;2,5;12,0;1,9634121728;58,0748197261
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Papudo;5403;1960170;6201;4;3;;0;3,9977880264;1,7878651573;1;Sin Cuarentena;Comuna Sin Cuarentena;;3,5;4,0;14,4988940132;64,5057248831
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Petorca;5404;1960170;10558;11;4;1;0;2,9606079246;1,3240241148;7;Sin Cuarentena;Comuna Sin Cuarentena;;3,5;10,5;3,3106220549;99,4506535329
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Zapallar;5405;1960170;7994;0;0;;0;5,0;5,0;0;Sin Cuarentena;Comuna Sin Cuarentena;;0,0;0,0;5,0;0,0
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Quillota;5501;1960170;97572;59;11;2;0;1,1228833812;0,2450332424;48;Sin Cuarentena;Comuna Sin Cuarentena;2;14,0;57,5;1,5575103299;58,930840815
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Calera;5502;1960170;53591;42;12;6;0;1,6292521819;0,4206711045;30;Sin Cuarentena;Comuna Sin Cuarentena;2;12,5;40,5;2,0970427844;75,5723908865
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Hijuelas;5503;1960170;19099;6;5;1;0;2,1566870722;0,9644997799;1;Sin Cuarentena;Comuna Sin Cuarentena;;4,5;5,5;3,2228675711;28,7973192314
2020-05-25;Valparaíso;06. Región de Valparaíso;5;La Cruz;5504;1960170;25321;24;2;1;0;0,7490374112;0,3057932426;22;Sin Cuarentena;Comuna Sin Cuarentena;;3,5;24,0;0,8576509921;94,7829864539
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Nogales;5506;1960170;23490;12;6;;0;1,9474000326;0,6158219618;6;Sin Cuarentena;Comuna Sin Cuarentena;;6,0;10,5;2,4655366029;44,6998722861
2020-05-25;Valparaíso;06. Región de Valparaíso;5;San Antonio;5601;1960170;96761;286;60;9;0;0,9003480819;0,0918913913;226;Sin Cuarentena;Comuna Sin Cuarentena;1;72,0;283,0;1,1683261659;292,4732071806
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Algarrobo;5602;1960170;15174;33;7;;0;1,2696406675;0,3278198107;26;Sin Cuarentena;Comuna Sin Cuarentena;;10,0;32,5;1,8268911865;214,1821536839
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Cartagena;5603;1960170;25357;36;8;2;0;1,4049400156;0,3512350039;28;Sin Cuarentena;Comuna Sin Cuarentena;;7,0;33,5;1,5645311982;132,1134203573
2020-05-25;Valparaíso;06. Región de Valparaíso;5;El Quisco;5604;1960170;17742;33;7;1;0;1,0490582156;0,3163029531;26;Sin Cuarentena;Comuna Sin Cuarentena;;7,0;31,5;1,2154985745;177,544808928
2020-05-25;Valparaíso;06. Región de Valparaíso;5;El Tabo;5605;1960170;14338;31;5;1;0;0,8734095316;0,2911365105;26;Sin Cuarentena;Comuna Sin Cuarentena;;6,5;30,0;1,2803861689;209,2342028177
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Santo Domingo;5606;1960170;11934;35;5;;0;0,6797360149;0,2569160647;30;Sin Cuarentena;Comuna Sin Cuarentena;;6,5;35,0;0,9679812268;293,2797050444
2020-05-25;Valparaíso;06. Región de Valparaíso;5;San Felipe;5701;1960170;83494;87;49;7;0;1,9099778252;0,2507923751;38;Sin Cuarentena;Comuna Sin Cuarentena;3;50,5;79,5;2,5101295208;95,216422737
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Catemu;5702;1960170;15213;7;4;1;0;2,2509675792;0,9189536661;3;Sin Cuarentena;Comuna Sin Cuarentena;;3,5;6,0;2,174532786;39,4399526721
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Llaillay;5703;1960170;26533;37;26;3;0;2,0126458275;0,3873338701;11;Sin Cuarentena;Comuna Sin Cuarentena;;25,5;35,0;3,3139539534;131,9112049146
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Panquehue;5704;1960170;7633;5;2;;0;3,0904842192;1,3821065595;3;Sin Cuarentena;Comuna Sin Cuarentena;;1,5;4,0;3,769259955;52,4040351107
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Putaendo;5705;1960170;17645;22;7;3;0;1,4275615495;0,4304260022;15;Sin Cuarentena;Comuna Sin Cuarentena;;6,5;21,5;1,5116241138;121,8475488807
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Santa Maria;5706;1960170;16367;26;4;;0;1,7320031861;0,6546356715;22;Sin Cuarentena;Comuna Sin Cuarentena;;5,0;26,0;1,5391032572;158,8562351072
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Quilpue;5801;1960170;167085;155;42;3;0;1,2831939213;0,1556101199;113;Sin Cuarentena;Comuna Sin Cuarentena;2;41,0;139,5;1,5077023482;83,4904389981
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Limache;5802;1960170;49931;79;23;7;0;1,1492925257;0,2000661489;56;Sin Cuarentena;Comuna Sin Cuarentena;2;23,5;73,5;1,591982333;147,2031403337
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Olmue;5803;1960170;19266;8;4;2;0;3,1898378344;1,3022458427;4;Sin Cuarentena;Comuna Sin Cuarentena;;3,5;7,0;4,3707677682;36,3334371432
2020-05-25;Valparaíso;06. Región de Valparaíso;5;Villa Alemana;5804;1960170;139310;122;33;3;0;1,2781345104;0,16639894;89;Sin Cuarentena;Comuna Sin Cuarentena;2;39,0;115,5;1,5016114942;82,9086210609
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Rancagua;6101;991063;265211;243;94;18;0;1,189241279;0,1104182807;149;Sin Cuarentena;Comuna Sin Cuarentena;2;88,0;219,0;1,3423210435;82,5757604323
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Codegua;6102;991063;14096;6;1;;0;1,8502193192;0,9251096596;5;Sin Cuarentena;Comuna Sin Cuarentena;;2,0;6,0;2,2925892023;42,5652667423
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Coinco;6103;991063;7831;9;3;1;0;1,5937219578;0,6506342648;6;Sin Cuarentena;Comuna Sin Cuarentena;;4,0;8,5;2,1567768041;108,5429702465
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Coltauco;6104;991063;21263;17;2;2;0;0,7413382742;0,2471127581;15;Sin Cuarentena;Comuna Sin Cuarentena;;4,5;16,5;1,1734063393;77,5995861355
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Donihue;6105;991063;22700;23;8;;0;1,3778032576;0,3682334097;15;Sin Cuarentena;Comuna Sin Cuarentena;;9,0;21,5;1,7093650234;94,7136563877
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Graneros;6106;991063;36504;36;12;;0;0,8290134016;0,2215631513;24;Sin Cuarentena;Comuna Sin Cuarentena;2;12,0;34,0;0,8763062824;93,1404777559
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Las Cabras;6107;991063;26749;13;1;;0;0,686819812;0,4856549465;12;Sin Cuarentena;Comuna Sin Cuarentena;;2,0;13,0;0,9218467865;48,5999476616
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Machali;6108;991063;59913;37;12;;0;1,8548482802;0,4957290549;25;Sin Cuarentena;Comuna Sin Cuarentena;2;9,5;33,0;1,6858585854;55,0798658054
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Malloa;6109;991063;14163;3;1;2;0;1,6742968127;0,9666557155;2;Sin Cuarentena;Comuna Sin Cuarentena;;1,0;2,5;2,1280858999;17,6516274801
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Mostazal;6110;991063;27462;9;2;;0;1,2778435043;0,5216774261;7;Sin Cuarentena;Comuna Sin Cuarentena;;2,0;8,0;1,3036459091;29,1311630617
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Olivar;6111;991063;14624;18;4;;0;0,8020439994;0,3274330916;14;Sin Cuarentena;Comuna Sin Cuarentena;;5,0;17,0;1,3016026177;116,2472647702
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Peumo;6112;991063;14952;6;2;;0;1,786620785;1,0315059912;4;Sin Cuarentena;Comuna Sin Cuarentena;;2,0;5,5;1,7737479455;36,784376672
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Pichidegua;6113;991063;20743;8;4;1;0;1,8708394776;0,7071108572;4;Sin Cuarentena;Comuna Sin Cuarentena;;4,0;7,0;2,1916705081;33,7463240611
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Quinta de Tilcoco;6114;991063;13877;2;0;;0;2,2237273171;1,5724126654;2;Sin Cuarentena;Comuna Sin Cuarentena;;0,5;2,0;3,2714784796;14,4123369604
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Rengo;6115;991063;63710;27;6;2;0;1,4387093633;0,3845112512;21;Sin Cuarentena;Comuna Sin Cuarentena;2;6,5;24,5;1,6070386627;38,4555014911
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Requinoa;6116;991063;30371;10;0;1;0;0,7237775629;0,4178731708;10;Sin Cuarentena;Comuna Sin Cuarentena;;1,5;10,0;1,2676332264;32,9261466531
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;San Vicente;6117;991063;50617;40;14;3;0;1,4381117402;0,3138217099;26;Sin Cuarentena;Comuna Sin Cuarentena;2;16,0;37,5;1,7675866038;74,0857814568
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Pichilemu;6201;991063;17882;8;5;;0;2,4530402646;0,8672807028;3;Sin Cuarentena;Comuna Sin Cuarentena;;3,5;6,5;2,5559238512;36,3494016329
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;La Estrella;6202;991063;3114;0;0;;0;5,0;5,0;0;Sin Cuarentena;Comuna Sin Cuarentena;;0,0;0,0;5,0;0,0
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Litueche;6203;991063;6765;11;0;;0;1,587474397;0,9165287704;11;Sin Cuarentena;Comuna Sin Cuarentena;;1,0;11,0;1,9811604984;162,6016260163
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Marchihue;6204;991063;7632;0;0;;0;5,0;5,0;0;Sin Cuarentena;Comuna Sin Cuarentena;;0,0;0,0;5,0;0,0
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Navidad;6205;991063;6904;10;1;;0;0,5201508094;0,3003092098;9;Sin Cuarentena;Comuna Sin Cuarentena;;3,0;10,0;0,9615892806;144,8435689455
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Paredones;6206;991063;6349;2;0;;0;1,8767046114;1,0835159126;2;Sin Cuarentena;Comuna Sin Cuarentena;;1,0;2,0;3,0063314337;31,5010237833
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;San Fernando;6301;991063;78642;17;5;2;0;1,1990272698;0,4239201566;12;Sin Cuarentena;Comuna Sin Cuarentena;2;4,5;15,5;1,6362339997;19,7095699499
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Chepica;6302;991063;15925;6;6;;0;1,8297764605;0,7470031119;0;Sin Cuarentena;Comuna Sin Cuarentena;;6,0;6,0;3,3716851548;37,6766091052
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Chimbarongo;6303;991063;37696;11;5;2;0;2,2288943564;0,8424428808;6;Sin Cuarentena;Comuna Sin Cuarentena;2;4,0;8,5;2,2019464144;22,548811545
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Lolol;6304;991063;7289;3;2;;0;2,8077679137;1,4038839569;1;Sin Cuarentena;Comuna Sin Cuarentena;;2,5;3,0;5,7265922327;41,1579091782
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Nancagua;6305;991063;19141;8;5;1;0;2,1501301428;0,8777869551;3;Sin Cuarentena;Comuna Sin Cuarentena;;4,0;6,5;2,0018471919;33,9585183637
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Palmilla;6306;991063;13299;3;3;;0;20,0;10,0;0;Sin Cuarentena;Comuna Sin Cuarentena;;1,5;1,5;12,5;11,2790435371
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Peralillo;6307;991063;11848;2;0;1;0;4,1359582559;2,3878966124;2;Sin Cuarentena;Comuna Sin Cuarentena;;1,0;2,0;9,567979128;16,880486158
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Placilla;6308;991063;9164;6;2;;0;2,0070376947;0,8975745437;4;Sin Cuarentena;Comuna Sin Cuarentena;;2,5;5,0;2,4068944444;54,5613269315
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Pumanque;6309;991063;3531;0;0;;0;5,0;5,0;0;Sin Cuarentena;Comuna Sin Cuarentena;;0,0;0,0;5,0;0,0
2020-05-25;O'Higgins;08. Región del Libertador Bernardo O'Higgins;6;Santa Cruz;6310;991063;41096;12;4;1;0;1,7012794715;0,6014931255;8;Sin Cuarentena;Comuna Sin Cuarentena;3;4,0;11,5;2,4777174325;27,9832587113
2020-05-25;Maule;09. Región del Maule;7;Talca;7101;1131939;236724;283;84;9;0;2,0391866614;0,2114538064;199;Sin Cuarentena;Comuna Sin Cuarentena;3;74,5;265,0;2,5717825301;111,9447119853
2020-05-25;Maule;09. Región del Maule;7;Constitucion;7102;1131939;50348;31;6;6;0;1,4428862716;0,5890558537;25;Sin Cuarentena;Comuna Sin Cuarentena;2;5,0;29,5;1,5858295349;58,5921982998
2020-05-25;Maule;09. Región del Maule;7;Curepto;7103;1131939;9426;14;4;;0;2,8113213346;1,1477171288;10;Sin Cuarentena;Comuna Sin Cuarentena;;3,0;13,0;2,8522876592;137,9164014428
2020-05-25;Maule;09. Región del Maule;7;Empedrado;7104;1131939;4206;0;0;;0;5,0;5,0;0;Sin Cuarentena;Comuna Sin Cuarentena;;0,0;0,0;5,0;0,0
2020-05-25;Maule;09. Región del Maule;7;Maule;7105;1131939;60000;45;15;;0;2,697746332;0,6358649084;30;Sin Cuarentena;Comuna Sin Cuarentena;3;13,0;40,5;2,900977801;67,5
2020-05-25;Maule;09. Región del Maule;7;Pelarco;7106;1131939;9083;19;6;2;0;0,9453886129;0,3573233089;13;Sin Cuarentena;Comuna Sin Cuarentena;;7,0;18,0;1,281100628;198,1724099967
2020-05-25;Maule;09. Región del Maule;7;Pencahue;7107;1131939;8601;5;2;1;0;14,6032829157;8,4312093225;3;Sin Cuarentena;Comuna Sin Cuarentena;;1,0;4,0;9,608506855;46,506220207
2020-05-25;Maule;09. Región del Maule;7;Rio Claro;7108;1131939;14753;14;3;2;0;1,5069733333;0,7534866667;11;Sin Cuarentena;Comuna Sin Cuarentena;;2,5;13,5;1,9994624218;91,5068121738
2020-05-25;Maule;09. Región del Maule;7;San Clemente;7109;1131939;46292;44;19;;0;1,7235271909;0,3674572318;25;Sin Cuarentena;Comuna Sin Cuarentena;2;16,0;40,0;1,6850788135;86,4080186641
2020-05-25;Maule;09. Región del Maule;7;San Rafael;7110;1131939;9959;41;32;;0;3,291086168;0,5485143613;9;Sin Cuarentena;Comuna Sin Cuarentena;;27,0;35,0;4,9897651571;351,4409077217
2020-05-25;Maule;09. Región del Maule;7;Cauquenes;7201;1131939;44143;32;15;2;0;1,4184235118;0,3933999002;17;Sin Cuarentena;Comuna Sin Cuarentena;2;12,5;29,0;1,7665633297;65,6955802732
2020-05-25;Maule;09. Región del Maule;7;Chanco;7202;1131939;9331;3;0;2;0;4,6694367227;4,6694367227;3;Sin Cuarentena;Comuna Sin Cuarentena;;0,0;3,0;4,3930104438;32,1508948666
2020-05-25;Maule;09. Región del Maule;7;Pelluhue;7203;1131939;8092;10;6;;0;1,1839015233;0,483325773;4;Sin Cuarentena;Comuna Sin Cuarentena;;6,5;10,0;2,1792562572;123,578843302
2020-05-25;Maule;09. Región del Maule;7;Curico;7301;1131939;163626;163;85;1;0;2,9107489413;0,2896303448;78;Sin Cuarentena;Comuna Sin Cuarentena;3;67,5;139,5;2,9739010232;85,2553995086
2020-05-25;Maule;09. Región del Maule;7;Hualane;7302;1131939;10222;7;6;3;0;17,2908331033;6,1132326699;1;Sin Cuarentena;Comuna Sin Cuarentena;;3,5;4,0;13,6454165516;39,1312854627
2020-05-25;Maule;09. Región del Maule;7;Licanten;7303;1131939;6989;2;0;1;0;4,9598332187;4,9598332187;2;Sin Cuarentena;Comuna Sin Cuarentena;;0,0;2,0;4,9184483758;28,6163971956
2020-05-25;Maule;09. Región del Maule;7;Molina;7304;1131939;49800;13;5;;0;3,480085656;1,4207390197;8;Sin Cuarentena;Comuna Sin Cuarentena;3;3,5;11,5;2,5632644037;23,0923694779
2020-05-25;Maule;09. Región del Maule;7;Rauco;7305;1131939;11248;6;2;;0;4,3028349264;1,9242862783;4;Sin Cuarentena;Comuna Sin Cuarentena;;1,5;5,0;5,3917088866;44,4523470839
2020-05-25;Maule;09. Región del Maule;7;Romeral;7306;1131939;16170;15;2;;0;14,0817315954;8,1300915272;13;Sin Cuarentena;Comuna Sin Cuarentena;;1,0;14,0;9,1208169269;86,5800865801
2020-05-25;Maule;09. Región del Maule;7;Sagrada Familia;7307;1131939;19469;3;0;;0;4,2870097709;3,03137368;3;Sin Cuarentena;Comuna Sin Cuarentena;;0,5;3,0;6,8643355336;15,4091119215
2020-05-25;Maule;09. Región del Maule;7;Teno;7308;1131939;30850;11;4;;0;1,2832026876;0,6416013438;7;Sin Cuarentena;Comuna Sin Cuarentena;;3,0;10,0;1,0587206075;32,414910859
2020-05-25;Maule;09. Región del Maule;7;Vichuquen;7309;1131939;4381;0;0;1;0;5,0;5,0;0;Sin Cuarentena;Comuna Sin Cuarentena;;0,0;0,0;5,0;0,0
2020-05-25;Maule;09. Región del Maule;7;Linares;7401;1131939;101073;65;22;2;0;1,0366474306;0,2318014123;43;Sin Cuarentena;Comuna Sin Cuarentena;2;21,5;62,5;1,4023907426;61,8364944149
2020-05-25;Maule;09. Región del Maule;7;Colbun;7402;1131939;22565;20;8;;0;1,600491969;0,4825664856;12;Sin Cuarentena;Comuna Sin Cuarentena;;8,5;19,5;2,0565850482;86,417017505
2020-05-25;Maule;09. Región del Maule;7;Longavi;7403;1131939;32810;20;9;1;0;1,4041865927;0,4233781876;11;Sin Cuarentena;Comuna Sin Cuarentena;;10,0;19,5;1,9073428594;59,4330996647
2020-05-25;Maule;09. Región del Maule;7;Parral;7404;1131939;44544;34;20;5;0;4,3664270571;0,8912931907;14;Sin Cuarentena;Comuna Sin Cuarentena;3;14,0;27,5;5,1935684456;61,7367097701
2020-05-25;Maule;09. Región del Maule;7;Retiro;7405;1131939;21071;6;4;;0;6,6513852308;2,9745899041;2;Sin Cuarentena;Comuna Sin Cuarentena;;2,5;4,5;4,4341947949;21,3563665702
2020-05-25;Maule;09. Región del Maule;7;San Javier;7406;1131939;49451;45;9;2;0;1,1545847901;0,3332999197;36;Sin Cuarentena;Comuna Sin Cuarentena;2;12,0;43,0;1,4432541961;86,954763301
2020-05-25;Maule;09. Región del Maule;7;Villa Alegre;7407;1131939;17512;5;2;;0;2,192778408;1,2660012041;3;Sin Cuarentena;Comuna Sin Cuarentena;;1,5;4,5;2,6948893732;25,6966651439
2020-05-25;Maule;09. Región del Maule;7;Yerbas Buenas;7408;1131939;19200;18;12;;0;2,2411770933;0,5989797733;6;Sin Cuarentena;Comuna Sin Cuarentena;;11,0;16,5;3,1552212588;85,9375
2020-05-25;Biobío;11. Región del Bío-Bío;8;Concepcion;8101;1663696;238092;236;59;23;0;1,938156634;0,2502149455;177;Sin Cuarentena;Comuna Sin Cuarentena;2;49,0;222,5;1,6073616603;93,4512709373
2020-05-25;Biobío;11. Región del Bío-Bío;8;Coronel;8102;1663696;125829;66;25;;0;1,4963571691;0,2827849244;41;Sin Cuarentena;Comuna Sin Cuarentena;2;23,5;61,0;1,6596239495;48,47849065
2020-05-25;Biobío;11. Región del Bío-Bío;8;Chiguayante;8103;1663696;91180;88;6;1;0;0,9951469352;0,2872741754;82;Sin Cuarentena;Comuna Sin Cuarentena;2;7,5;87,5;1,0747634031;95,9640271989
